# Force coefficients
# liftDir         : (-1.7364796312e-01 0.0000000000e+00 9.8480779084e-01)
# dragDir         : (9.8480779084e-01 0.0000000000e+00 1.7364796312e-01)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 5.2159694500e+01
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
221               	1.1397680291e-02	3.3118769576e-02	5.1765526852e-01	2.7022531455e-01	2.4742995397e-01
222               	1.1159191311e-02	3.3267639301e-02	5.2091743533e-01	2.7161790898e-01	2.4929952636e-01
223               	1.0956939849e-02	3.3396750319e-02	5.2389273691e-01	2.7290330830e-01	2.5098942860e-01
224               	1.0662616610e-02	3.3549853041e-02	5.2709249995e-01	2.7420886658e-01	2.5288363336e-01
225               	1.0216146737e-02	3.3762185525e-02	5.3071330348e-01	2.7557279848e-01	2.5514050500e-01
226               	9.8174859738e-03	3.3954890449e-02	5.3397778184e-01	2.7680637689e-01	2.5717140495e-01
227               	9.3220838348e-03	3.4185872833e-02	5.3746173876e-01	2.7805295322e-01	2.5940878555e-01
228               	8.7215249583e-03	3.4448959254e-02	5.4123886319e-01	2.7934095656e-01	2.6189790664e-01
229               	8.0664048351e-03	3.4726806721e-02	5.4515571543e-01	2.8064426255e-01	2.6451145288e-01
230               	7.3988954028e-03	3.5009301656e-02	5.4906386501e-01	2.8193082791e-01	2.6713303710e-01
231               	6.7504625138e-03	3.5276864559e-02	5.5287787567e-01	2.8318940035e-01	2.6968847532e-01
232               	6.1057663405e-03	3.5541600213e-02	5.5664329961e-01	2.8442741614e-01	2.7221588346e-01
233               	5.4494425828e-03	3.5808504663e-02	5.6042835801e-01	2.8566362159e-01	2.7476473642e-01
234               	4.7878755691e-03	3.6071829489e-02	5.6424391518e-01	2.8690983316e-01	2.7733408202e-01
235               	4.1511329927e-03	3.6316480386e-02	5.6802553323e-01	2.8816389961e-01	2.7986163362e-01
236               	3.5733267536e-03	3.6533498624e-02	5.7166461657e-01	2.8940563504e-01	2.8225898153e-01
237               	3.0554393100e-03	3.6719243685e-02	5.7513689281e-01	2.9062388572e-01	2.8451300710e-01
238               	2.5836886381e-03	3.6883844579e-02	5.7847879426e-01	2.9182308577e-01	2.8665570849e-01
239               	2.1457565250e-03	3.7033965360e-02	5.8174359899e-01	2.9301755602e-01	2.8872604297e-01
240               	1.7296405824e-03	3.7167163708e-02	5.8497847552e-01	2.9421887834e-01	2.9075959718e-01
241               	1.3494701562e-03	3.7280455182e-02	5.8814857547e-01	2.9542375789e-01	2.9272481758e-01
242               	1.0226152216e-03	3.7368346917e-02	5.9119438937e-01	2.9661980991e-01	2.9457457946e-01
243               	7.4413947285e-04	3.7429034129e-02	5.9411022485e-01	2.9779925190e-01	2.9631097295e-01
244               	4.9039046418e-04	3.7474622462e-02	5.9693720871e-01	2.9895899482e-01	2.9797821389e-01
245               	2.3685604259e-04	3.7514175616e-02	5.9974711523e-01	3.0011041366e-01	2.9963670157e-01
246               	-1.6192555516e-05	3.7551487861e-02	6.0256282182e-01	3.0126521836e-01	3.0129760347e-01
247               	-2.5670325836e-04	3.7574567392e-02	6.0535128150e-01	3.0241893749e-01	3.0293234401e-01
248               	-4.8012941867e-04	3.7585083244e-02	6.0809103537e-01	3.0356538827e-01	3.0452564710e-01
249               	-6.9409258170e-04	3.7588858808e-02	6.1079611768e-01	3.0470396626e-01	3.0609215142e-01
250               	-9.1642761806e-04	3.7585711128e-02	6.1350719949e-01	3.0583717213e-01	3.0767002736e-01
251               	-1.1544498385e-03	3.7588515655e-02	6.1624588856e-01	3.0696849444e-01	3.0927739412e-01
252               	-1.4035932683e-03	3.7594605887e-02	6.1900829333e-01	3.0810055340e-01	3.1090773993e-01
253               	-1.6499592940e-03	3.7598153663e-02	6.2176763587e-01	3.0923385864e-01	3.1253377723e-01
254               	-1.8857030349e-03	3.7591767141e-02	6.2450607724e-01	3.1036733559e-01	3.1413874166e-01
255               	-2.1069453556e-03	3.7578160030e-02	6.2720778939e-01	3.1149694934e-01	3.1571084005e-01
256               	-2.3164557729e-03	3.7553561426e-02	6.2987393320e-01	3.1262051083e-01	3.1725342237e-01
257               	-2.5126269189e-03	3.7522245888e-02	6.3251067162e-01	3.1374270889e-01	3.1876796273e-01
258               	-2.6949927983e-03	3.7486792379e-02	6.3512303122e-01	3.1486652281e-01	3.2025650841e-01
259               	-2.8617785753e-03	3.7437972602e-02	6.3770800537e-01	3.1599222411e-01	3.2171578126e-01
260               	-3.0092528528e-03	3.7381849938e-02	6.4025457287e-01	3.1711803358e-01	3.2313653929e-01
261               	-3.1380861102e-03	3.7316260403e-02	6.4276150073e-01	3.1824266426e-01	3.2451883648e-01
262               	-3.2514284922e-03	3.7243587784e-02	6.4522629655e-01	3.1936171978e-01	3.2586457677e-01
263               	-3.3537907534e-03	3.7162142052e-02	6.4765128077e-01	3.2047184963e-01	3.2717943114e-01
264               	-3.4489438630e-03	3.7078502916e-02	6.5005075047e-01	3.2157643137e-01	3.2847431910e-01
265               	-3.5392632077e-03	3.6988847292e-02	6.5243389992e-01	3.2267768675e-01	3.2975621317e-01
266               	-3.6174646668e-03	3.6894254733e-02	6.5478185916e-01	3.2377346491e-01	3.3100839425e-01
267               	-3.6834101267e-03	3.6794700698e-02	6.5709444077e-01	3.2486381026e-01	3.3223063051e-01
268               	-3.7407739664e-03	3.6686557841e-02	6.5938193826e-01	3.2595019517e-01	3.3343174310e-01
269               	-3.7899430664e-03	3.6574108834e-02	6.6164505557e-01	3.2703258472e-01	3.3461247085e-01
270               	-3.8341684272e-03	3.6460167548e-02	6.6389204033e-01	3.2811185174e-01	3.3578018859e-01
271               	-3.8750970224e-03	3.6342512043e-02	6.6612260026e-01	3.2918620311e-01	3.3693639715e-01
272               	-3.9113149544e-03	3.6224019345e-02	6.6833113701e-01	3.3025425355e-01	3.3807688346e-01
273               	-3.9457831475e-03	3.6101056715e-02	6.7052426672e-01	3.3131635021e-01	3.3920791651e-01
274               	-3.9787776746e-03	3.5979858826e-02	6.7270978772e-01	3.3237611618e-01	3.4033367153e-01
275               	-4.0119887059e-03	3.5855331212e-02	6.7489386505e-01	3.3343494382e-01	3.4145892123e-01
276               	-4.0454927234e-03	3.5731052391e-02	6.7708212356e-01	3.3449556905e-01	3.4258655450e-01
277               	-4.0802704465e-03	3.5610622476e-02	6.7927341661e-01	3.3555643786e-01	3.4371697875e-01
278               	-4.1176299257e-03	3.5486028130e-02	6.8146666382e-01	3.3661570198e-01	3.4485096184e-01
279               	-4.1550542416e-03	3.5363604057e-02	6.8366271011e-01	3.3767630081e-01	3.4598640929e-01
280               	-4.1932930964e-03	3.5240991331e-02	6.8586690622e-01	3.3874016001e-01	3.4712674621e-01
281               	-4.2312816242e-03	3.5119410076e-02	6.8807647040e-01	3.3980695358e-01	3.4826951683e-01
282               	-4.2738718732e-03	3.4998954984e-02	6.9029978204e-01	3.4087601915e-01	3.4942376289e-01
283               	-4.3188646307e-03	3.4882620736e-02	6.9252792582e-01	3.4194509828e-01	3.5058282754e-01
284               	-4.3673026513e-03	3.4762247179e-02	6.9476198565e-01	3.4301369018e-01	3.5174829548e-01
285               	-4.4170027721e-03	3.4644249775e-02	6.9700069130e-01	3.4408334288e-01	3.5291734842e-01
286               	-4.4694096506e-03	3.4528245782e-02	6.9924940872e-01	3.4515529471e-01	3.5409411401e-01
287               	-4.5247190881e-03	3.4408787810e-02	7.0150532468e-01	3.4622794325e-01	3.5527738143e-01
288               	-4.5839907673e-03	3.4291729948e-02	7.0376826506e-01	3.4730014176e-01	3.5646812330e-01
289               	-4.6468813836e-03	3.4177557782e-02	7.0603509062e-01	3.4837066392e-01	3.5766442669e-01
290               	-4.7140256465e-03	3.4061480662e-02	7.0830696327e-01	3.4943945599e-01	3.5886750728e-01
291               	-4.7828758180e-03	3.3947416667e-02	7.1058001180e-01	3.5050713008e-01	3.6007288172e-01
292               	-4.8541128974e-03	3.3830088698e-02	7.1285479777e-01	3.5157328599e-01	3.6128151178e-01
293               	-4.9316658570e-03	3.3717103418e-02	7.1513958204e-01	3.5263812516e-01	3.6250145688e-01
294               	-5.0165031415e-03	3.3603589434e-02	7.1743470154e-01	3.5370084763e-01	3.6373385391e-01
295               	-5.1056010918e-03	3.3492225811e-02	7.1973268294e-01	3.5476074038e-01	3.6497194256e-01
296               	-5.1974668665e-03	3.3383003738e-02	7.2202809098e-01	3.5581657862e-01	3.6621151236e-01
297               	-5.2964833566e-03	3.3271863792e-02	7.2432889246e-01	3.5686796287e-01	3.6746092959e-01
298               	-5.4030098459e-03	3.3165128048e-02	7.2663912469e-01	3.5791655250e-01	3.6872257219e-01
299               	-5.5175353216e-03	3.3059472412e-02	7.2895992919e-01	3.5896242928e-01	3.6999749992e-01
300               	-5.6366880672e-03	3.2957781607e-02	7.3128462294e-01	3.6000562340e-01	3.7127899954e-01
301               	-5.7612846811e-03	3.2854920057e-02	7.3361389087e-01	3.6104566075e-01	3.7256823012e-01
302               	-5.8913265604e-03	3.2755741252e-02	7.3594834811e-01	3.6208284750e-01	3.7386550062e-01
303               	-6.0270853748e-03	3.2656115790e-02	7.3828757585e-01	3.6311670255e-01	3.7517087330e-01
304               	-6.1666052794e-03	3.2560432681e-02	7.4062874941e-01	3.6414776943e-01	3.7648097998e-01
305               	-6.3099205034e-03	3.2462689857e-02	7.4297147870e-01	3.6517581885e-01	3.7779565985e-01
306               	-6.4565718080e-03	3.2365334163e-02	7.4531329551e-01	3.6620007595e-01	3.7911321956e-01
307               	-6.6084039397e-03	3.2272994390e-02	7.4765638363e-01	3.6721978788e-01	3.8043659576e-01
308               	-6.7686829605e-03	3.2178255415e-02	7.5000881577e-01	3.6823572492e-01	3.8177309085e-01
309               	-6.9347617431e-03	3.2088268154e-02	7.5236561918e-01	3.6924804785e-01	3.8311757133e-01
310               	-7.1046701226e-03	3.1997261168e-02	7.5472285563e-01	3.7025675769e-01	3.8446609794e-01
311               	-7.2763457307e-03	3.1908109289e-02	7.5707698638e-01	3.7126214746e-01	3.8581483892e-01
312               	-7.4504362458e-03	3.1815887358e-02	7.5942945906e-01	3.7226429328e-01	3.8716516577e-01
313               	-7.6285650921e-03	3.1727181862e-02	7.6178044905e-01	3.7326165943e-01	3.8851878961e-01
314               	-7.8127576881e-03	3.1637141628e-02	7.6413241447e-01	3.7425344955e-01	3.8987896492e-01
315               	-8.0018191475e-03	3.1549263742e-02	7.6648327272e-01	3.7523981721e-01	3.9124345551e-01
316               	-8.1945173371e-03	3.1463968422e-02	7.6883272525e-01	3.7622184529e-01	3.9261087996e-01
317               	-8.3905664073e-03	3.1375235469e-02	7.7117906988e-01	3.7719896853e-01	3.9398010135e-01
318               	-8.5888605025e-03	3.1288061401e-02	7.7352074860e-01	3.7817151380e-01	3.9534923480e-01
319               	-8.7904846668e-03	3.1200469208e-02	7.7586027237e-01	3.7913965152e-01	3.9672062085e-01
320               	-8.9960877984e-03	3.1115820784e-02	7.7819570796e-01	3.8010176618e-01	3.9809394178e-01
321               	-9.2033272657e-03	3.1028499268e-02	7.8052027860e-01	3.8105681204e-01	3.9946346657e-01
322               	-9.4103424238e-03	3.0941779849e-02	7.8283376376e-01	3.8200653946e-01	4.0082722431e-01
323               	-9.6185896938e-03	3.0851843767e-02	7.8514132031e-01	3.8295207046e-01	4.0218924985e-01
324               	-9.8290434025e-03	3.0762118953e-02	7.8744140720e-01	3.8389166020e-01	4.0354974700e-01
325               	-1.0042375177e-02	3.0672053382e-02	7.8973565177e-01	3.8482545071e-01	4.0491020106e-01
326               	-1.0257895555e-02	3.0584414775e-02	7.9202102201e-01	3.8575261545e-01	4.0626840656e-01
327               	-1.0474393097e-02	3.0500184701e-02	7.9429555695e-01	3.8667338538e-01	4.0762217157e-01
328               	-1.0725787209e-02	3.0426132351e-02	7.9672648606e-01	3.8763745582e-01	4.0908903024e-01
329               	-1.0898018403e-02	3.0321333932e-02	7.9877988131e-01	3.8849192225e-01	4.1028795906e-01
330               	-1.1125205544e-02	3.0233382359e-02	8.0107041106e-01	3.8940999998e-01	4.1166041107e-01
331               	-1.1318961601e-02	3.0132726734e-02	8.0316753565e-01	3.9026480622e-01	4.1290272942e-01
332               	-1.1584079210e-02	3.0058813473e-02	8.0557051226e-01	3.9120117692e-01	4.1436933534e-01
333               	-1.1797347751e-02	2.9969068390e-02	8.0771895772e-01	3.9206213111e-01	4.1565682661e-01
334               	-1.2023097567e-02	2.9879505391e-02	8.0991687099e-01	3.9293533793e-01	4.1698153306e-01
335               	-1.2262269549e-02	2.9795280321e-02	8.1216584428e-01	3.9382065259e-01	4.1834519169e-01
336               	-1.2505258843e-02	2.9709290634e-02	8.1441314507e-01	3.9470131369e-01	4.1971183138e-01
337               	-1.2741792618e-02	2.9623941093e-02	8.1661224620e-01	3.9556433048e-01	4.2104791572e-01
338               	-1.2973080311e-02	2.9533860809e-02	8.1876765385e-01	3.9641074661e-01	4.2235690724e-01
339               	-1.3205221749e-02	2.9444551169e-02	8.2090889003e-01	3.9724922327e-01	4.2365966677e-01
340               	-1.3442930194e-02	2.9358029434e-02	8.2305833100e-01	3.9808623531e-01	4.2497209569e-01
341               	-1.3714605435e-02	2.9284056352e-02	8.2535452079e-01	3.9896265496e-01	4.2639186583e-01
342               	-1.3916159718e-02	2.9182514952e-02	8.2732048387e-01	3.9974408222e-01	4.2757640165e-01
343               	-1.4131384293e-02	2.9085376640e-02	8.2933458869e-01	4.0053591005e-01	4.2879867864e-01
344               	-1.4377077833e-02	2.8998426194e-02	8.3146270562e-01	4.0135427497e-01	4.3010843064e-01
345               	-1.4636635262e-02	2.8919118200e-02	8.3363401409e-01	4.0218037179e-01	4.3145364231e-01
346               	-1.4885543968e-02	2.8836962158e-02	8.3574854271e-01	4.0298872739e-01	4.3275981532e-01
347               	-1.5116729648e-02	2.8749086936e-02	8.3777533887e-01	4.0377093979e-01	4.3400439908e-01
348               	-1.5341716880e-02	2.8655283918e-02	8.3975712720e-01	4.0453684672e-01	4.3522028048e-01
349               	-1.5574144460e-02	2.8564678579e-02	8.4174749744e-01	4.0529960426e-01	4.3644789318e-01
350               	-1.5818630982e-02	2.8478955772e-02	8.4376536949e-01	4.0606405376e-01	4.3770131573e-01
351               	-1.6066366773e-02	2.8396559398e-02	8.4578560031e-01	4.0682643338e-01	4.3895916693e-01
352               	-1.6307891040e-02	2.8314610579e-02	8.4777693161e-01	4.0758057476e-01	4.4019635684e-01
353               	-1.6541713766e-02	2.8227546302e-02	8.4973010580e-01	4.0832333913e-01	4.4140676667e-01
354               	-1.6772235324e-02	2.8139209169e-02	8.5165552586e-01	4.0905552761e-01	4.4259999825e-01
355               	-1.7004974677e-02	2.8051622102e-02	8.5357097841e-01	4.0978051453e-01	4.4379046388e-01
356               	-1.7241334530e-02	2.7967958992e-02	8.5548406905e-01	4.1050070000e-01	4.4498336906e-01
357               	-1.7478482658e-02	2.7884105676e-02	8.5738975955e-01	4.1121639712e-01	4.4617336243e-01
358               	-1.7712930734e-02	2.7801238399e-02	8.5927870062e-01	4.1192641958e-01	4.4735228104e-01
359               	-1.7943946007e-02	2.7716984420e-02	8.6114738723e-01	4.1262974761e-01	4.4851763962e-01
360               	-1.8198865680e-02	2.7642207373e-02	8.6311869796e-01	4.1336048330e-01	4.4975821466e-01
361               	-1.8420402485e-02	2.7554400534e-02	8.6492608708e-01	4.1404264106e-01	4.5088344603e-01
362               	-1.8605087066e-02	2.7453775248e-02	8.6653817572e-01	4.1466400079e-01	4.5187417493e-01
363               	-1.8856635173e-02	2.7376136538e-02	8.6843435790e-01	4.1536054377e-01	4.5307381412e-01
364               	-1.9113351674e-02	2.7304910338e-02	8.7034039025e-01	4.1605684345e-01	4.5428354680e-01
365               	-1.9350946300e-02	2.7228588728e-02	8.7215979235e-01	4.1672894987e-01	4.5543084247e-01
366               	-1.9570576493e-02	2.7145680336e-02	8.7389575318e-01	4.1737730010e-01	4.5651845309e-01
367               	-1.9789152768e-02	2.7062077020e-02	8.7561261690e-01	4.1801715568e-01	4.5759546122e-01
368               	-2.0019477917e-02	2.6980541546e-02	8.7735935864e-01	4.1866020140e-01	4.5869915724e-01
369               	-2.0258852943e-02	2.6905633038e-02	8.7912830688e-01	4.1930530050e-01	4.5982300638e-01
370               	-2.0496399788e-02	2.6834034651e-02	8.8088367588e-01	4.1994543815e-01	4.6093823773e-01
371               	-2.0724255355e-02	2.6759043613e-02	8.8259921346e-01	4.2057535137e-01	4.6202386208e-01
372               	-2.0945907249e-02	2.6680758754e-02	8.8428259123e-01	4.2119538836e-01	4.6308720286e-01
373               	-2.1169590754e-02	2.6603493784e-02	8.8595751774e-01	4.2180916811e-01	4.6414834962e-01
374               	-2.1398229522e-02	2.6528974425e-02	8.8763503073e-01	4.2241928584e-01	4.6521574489e-01
375               	-2.1629240353e-02	2.6458952838e-02	8.8930970647e-01	4.2302561288e-01	4.6628409359e-01
376               	-2.1835964497e-02	2.6379850810e-02	8.9086541086e-01	4.2359674093e-01	4.6726866993e-01
377               	-2.2089172862e-02	2.6319867416e-02	8.9262995570e-01	4.2422580499e-01	4.6840415071e-01
378               	-2.2326054679e-02	2.6254864926e-02	8.9431574477e-01	4.2483181771e-01	4.6948392706e-01
379               	-2.2518601697e-02	2.6174428251e-02	8.9578711477e-01	4.2537495569e-01	4.7041215908e-01
380               	-2.2732994709e-02	2.6100920269e-02	8.9733919686e-01	4.2593660372e-01	4.7140259314e-01
381               	-2.2995603771e-02	2.6047833408e-02	8.9909505944e-01	4.2655192595e-01	4.7254313349e-01
382               	-2.3209373898e-02	2.5979810099e-02	9.0062764364e-01	4.2710444792e-01	4.7352319572e-01
383               	-2.3420644430e-02	2.5910965957e-02	9.0214838122e-01	4.2765354618e-01	4.7449483504e-01
384               	-2.3640786008e-02	2.5844581966e-02	9.0370042328e-01	4.2820942563e-01	4.7549099765e-01
385               	-2.3868698450e-02	2.5782181554e-02	9.0527407252e-01	4.2876833781e-01	4.7650573471e-01
386               	-2.4096022693e-02	2.5721673389e-02	9.0683409290e-01	4.2932102376e-01	4.7751306914e-01
387               	-2.4315476697e-02	2.5659694838e-02	9.0835680099e-01	4.2986292380e-01	4.7849387719e-01
388               	-2.4528133478e-02	2.5595264227e-02	9.0984957912e-01	4.3039665608e-01	4.7945292304e-01
389               	-2.4738977163e-02	2.5530108274e-02	9.1133190971e-01	4.3092697769e-01	4.8040493202e-01
390               	-2.4951052513e-02	2.5466199326e-02	9.1281464291e-01	4.3145626894e-01	4.8135837397e-01
391               	-2.5163195809e-02	2.5404663297e-02	9.1429285355e-01	4.3198323096e-01	4.8230962258e-01
392               	-2.5372419035e-02	2.5342748521e-02	9.1575609842e-01	4.3250563017e-01	4.8325046824e-01
393               	-2.5577629784e-02	2.5280084252e-02	9.1719931938e-01	4.3302202991e-01	4.8417728948e-01
394               	-2.5780075973e-02	2.5216232805e-02	9.1862642303e-01	4.3353313554e-01	4.8509328749e-01
395               	-2.6001115189e-02	2.5161123457e-02	9.2013411905e-01	4.3406594434e-01	4.8606817471e-01
396               	-2.6178078842e-02	2.5089883369e-02	9.2143434325e-01	4.3453909278e-01	4.8689525047e-01
397               	-2.6366187156e-02	2.5022420790e-02	9.2277622096e-01	4.3502192332e-01	4.8775429764e-01
398               	-2.6592397419e-02	2.4969451972e-02	9.2428417470e-01	4.3554968993e-01	4.8873448477e-01
399               	-2.6798400059e-02	2.4911893731e-02	9.2570240279e-01	4.3605280134e-01	4.8964960146e-01
400               	-2.6981268460e-02	2.4845938610e-02	9.2701806472e-01	4.3652776390e-01	4.9049030082e-01
401               	-2.7159798579e-02	2.4778330930e-02	9.2830675739e-01	4.3699358012e-01	4.9131317727e-01
402               	-2.7350515729e-02	2.4714406451e-02	9.2963627305e-01	4.3746762080e-01	4.9216865226e-01
403               	-2.7551079852e-02	2.4655302867e-02	9.3100256174e-01	4.3795020102e-01	4.9305236072e-01
404               	-2.7749781809e-02	2.4598530256e-02	9.3236219018e-01	4.3843131328e-01	4.9393087690e-01
405               	-2.7938044506e-02	2.4538713808e-02	9.3368144574e-01	4.3890267836e-01	4.9477876738e-01
406               	-2.8118073322e-02	2.4474276336e-02	9.3496347534e-01	4.3936366435e-01	4.9559981099e-01
407               	-2.8297299791e-02	2.4409159051e-02	9.3623369748e-01	4.3981954895e-01	4.9641414853e-01
408               	-2.8481392492e-02	2.4347653614e-02	9.3751272343e-01	4.4027496922e-01	4.9723775421e-01
409               	-2.8667365670e-02	2.4287681051e-02	9.3879578119e-01	4.4073052493e-01	4.9806525627e-01
410               	-2.8849442860e-02	2.4227047096e-02	9.4006573871e-01	4.4118342650e-01	4.9888231222e-01
411               	-2.9026612103e-02	2.4165927832e-02	9.4131609710e-01	4.4163143645e-01	4.9968466066e-01
412               	-2.9199625081e-02	2.4101451805e-02	9.4254773069e-01	4.4207424026e-01	5.0047349042e-01
413               	-2.9370430972e-02	2.4036564357e-02	9.4376631227e-01	4.4251272516e-01	5.0125358711e-01
414               	-2.9541916411e-02	2.3974022444e-02	9.4498105128e-01	4.4294860923e-01	5.0203244205e-01
415               	-2.9712460484e-02	2.3911381574e-02	9.4618913205e-01	4.4338210554e-01	5.0280702651e-01
416               	-2.9880255473e-02	2.3848251455e-02	9.4738612980e-01	4.4381280943e-01	5.0357332037e-01
417               	-3.0044398012e-02	2.3784432203e-02	9.4856880567e-01	4.4424000482e-01	5.0432880085e-01
418               	-3.0205779097e-02	2.3719194180e-02	9.4973857710e-01	4.4466350945e-01	5.0507506765e-01
419               	-3.0364932433e-02	2.3653879126e-02	9.5089611714e-01	4.4508312614e-01	5.0581299100e-01
420               	-3.0523474463e-02	2.3589394907e-02	9.5204589284e-01	4.4549947196e-01	5.0654642088e-01
421               	-3.0666108986e-02	2.3519273636e-02	9.5311947880e-01	4.4589363041e-01	5.0722584838e-01
422               	-3.0823982623e-02	2.3454875058e-02	9.5426269475e-01	4.4630736475e-01	5.0795533000e-01
423               	-3.0987756231e-02	2.3393857895e-02	9.5543605849e-01	4.4673027301e-01	5.0870578548e-01
424               	-3.1143876589e-02	2.3331271043e-02	9.5657648767e-01	4.4714436725e-01	5.0943212042e-01
425               	-3.1287297682e-02	2.3264750892e-02	9.5765905767e-01	4.4754223115e-01	5.1011682652e-01
426               	-3.1426717141e-02	2.3195833417e-02	9.5871407075e-01	4.4793031823e-01	5.1078375251e-01
427               	-3.1569119122e-02	2.3128364610e-02	9.5977413048e-01	4.4831794612e-01	5.1145618436e-01
428               	-3.1716274074e-02	2.3062789018e-02	9.6085053497e-01	4.4870899341e-01	5.1214154156e-01
429               	-3.1862673112e-02	2.2999012166e-02	9.6192606792e-01	4.4910036085e-01	5.1282570707e-01
430               	-3.2004321216e-02	2.2934836671e-02	9.6298433552e-01	4.4948784655e-01	5.1349648898e-01
431               	-3.2140046282e-02	2.2868642589e-02	9.6401860238e-01	4.4986925491e-01	5.1414934747e-01
432               	-3.2272563112e-02	2.2800289576e-02	9.6503630242e-01	4.5024558810e-01	5.1479071432e-01
433               	-3.2416300795e-02	2.2738124945e-02	9.6610297687e-01	4.5063518764e-01	5.1546778923e-01
434               	-3.2544334441e-02	2.2669756082e-02	9.6709484503e-01	4.5100308808e-01	5.1609175696e-01
435               	-3.2662993415e-02	2.2598843482e-02	9.6804405381e-01	4.5135903349e-01	5.1668502032e-01
436               	-3.2785514033e-02	2.2529362168e-02	9.6900642538e-01	4.5171769866e-01	5.1728872672e-01
437               	-3.2911931934e-02	2.2462741696e-02	9.6999234426e-01	4.5208424020e-01	5.1790810407e-01
438               	-3.3039301353e-02	2.2397113450e-02	9.7098441718e-01	4.5245290724e-01	5.1853150994e-01
439               	-3.3162196572e-02	2.2331693051e-02	9.7195484750e-01	4.5281522718e-01	5.1913962032e-01
440               	-3.3277214825e-02	2.2262194474e-02	9.7289292371e-01	4.5316924703e-01	5.1972367668e-01
441               	-3.3389110434e-02	2.2192246041e-02	9.7381290141e-01	4.5351734027e-01	5.2029556114e-01
442               	-3.3504022682e-02	2.2123267890e-02	9.7473580155e-01	4.5386387810e-01	5.2087192346e-01
443               	-3.3619621564e-02	2.2056618598e-02	9.7566087440e-01	4.5421081564e-01	5.2145005876e-01
444               	-3.3735764283e-02	2.1990301421e-02	9.7658484839e-01	4.5455665991e-01	5.2202818848e-01
445               	-3.3846438277e-02	2.1923334567e-02	9.7749157179e-01	4.5489934762e-01	5.2259222417e-01
446               	-3.3954612209e-02	2.1854848391e-02	9.7838462699e-01	4.5523770128e-01	5.2314692570e-01
447               	-3.4059401198e-02	2.1786355005e-02	9.7926359117e-01	4.5557239439e-01	5.2369119678e-01
448               	-3.4165147092e-02	2.1717702630e-02	9.8013912766e-01	4.5590441674e-01	5.2423471092e-01
449               	-3.4269547909e-02	2.1650276502e-02	9.8100823920e-01	4.5623457169e-01	5.2477366751e-01
450               	-3.4379163011e-02	2.1585326802e-02	9.8189437814e-01	4.5656802606e-01	5.2532635208e-01
451               	-3.4477737227e-02	2.1517159117e-02	9.8273049656e-01	4.5688751106e-01	5.2584298551e-01
452               	-3.4575771128e-02	2.1447817168e-02	9.8356363205e-01	4.5720604490e-01	5.2635758716e-01
453               	-3.4679016678e-02	2.1382510204e-02	9.8440950404e-01	4.5752573534e-01	5.2688376870e-01
454               	-3.4788175091e-02	2.1319849171e-02	9.8527690502e-01	4.5785027742e-01	5.2742662760e-01
455               	-3.4884248723e-02	2.1253733436e-02	9.8609017529e-01	4.5816083892e-01	5.2792933637e-01
456               	-3.4980537732e-02	2.1186809878e-02	9.8689680792e-01	4.5846786623e-01	5.2842894169e-01
457               	-3.5078842328e-02	2.1122506283e-02	9.8770886926e-01	4.5877559230e-01	5.2893327696e-01
458               	-3.5181144073e-02	2.1059523850e-02	9.8853959280e-01	4.5908865233e-01	5.2945094047e-01
459               	-3.5275127927e-02	2.0995138316e-02	9.8932879148e-01	4.5938926781e-01	5.2993952367e-01
460               	-3.5368044895e-02	2.0929692601e-02	9.9010941936e-01	4.5968666478e-01	5.3042275457e-01
461               	-3.5461614629e-02	2.0867009726e-02	9.9089119535e-01	4.5998398304e-01	5.3090721230e-01
462               	-3.5555007473e-02	2.0803589793e-02	9.9167216455e-01	4.6028107480e-01	5.3139108975e-01
463               	-3.5648541457e-02	2.0742386724e-02	9.9244711488e-01	4.6057501598e-01	5.3187209890e-01
464               	-3.5740135640e-02	2.0679471659e-02	9.9321031701e-01	4.6086502286e-01	5.3234529414e-01
465               	-3.5829396086e-02	2.0617795846e-02	9.9396144066e-01	4.6115132424e-01	5.3281011641e-01
466               	-3.5918452025e-02	2.0555166941e-02	9.9470687702e-01	4.6143498649e-01	5.3327189054e-01
467               	-3.6007440342e-02	2.0495295457e-02	9.9544786742e-01	4.6171649337e-01	5.3373137405e-01
468               	-3.6096654497e-02	2.0434577883e-02	9.9618524846e-01	4.6199596973e-01	5.3418927872e-01
469               	-3.6184748458e-02	2.0374797139e-02	9.9691481968e-01	4.6227266138e-01	5.3464215830e-01
470               	-3.6271615010e-02	2.0316407649e-02	9.9763635395e-01	4.6254656197e-01	5.3508979199e-01
471               	-3.6357592683e-02	2.0256708198e-02	9.9835075897e-01	4.6281778680e-01	5.3553297217e-01
472               	-3.6442586277e-02	2.0197931646e-02	9.9905753664e-01	4.6308618204e-01	5.3597135460e-01
473               	-3.6527083962e-02	2.0141210361e-02	9.9975859259e-01	4.6335221233e-01	5.3640638026e-01
474               	-3.6611051737e-02	2.0083557811e-02	1.0004536885e+00	4.6361579253e-01	5.3683789600e-01
475               	-3.6693619529e-02	2.0026332049e-02	1.0011412336e+00	4.6387699725e-01	5.3726423630e-01
