# Force coefficients
# liftDir         : (-1.7364796312e-01 0.0000000000e+00 9.8480779084e-01)
# dragDir         : (9.8480779084e-01 0.0000000000e+00 1.7364796312e-01)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 5.2159694500e+01
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
476               	-3.6768061053e-02	1.9968154189e-02	1.0017862439e+00	4.6412506088e-01	5.3766118299e-01
477               	-3.6859164698e-02	1.9914782642e-02	1.0025062905e+00	4.6439398056e-01	5.3811230996e-01
478               	-3.6936367102e-02	1.9857948639e-02	1.0031599058e+00	4.6464358579e-01	5.3851632000e-01
479               	-3.7014626638e-02	1.9803776046e-02	1.0038161107e+00	4.6489342869e-01	5.3892268197e-01
480               	-3.7102577064e-02	1.9752133748e-02	1.0045137650e+00	4.6515430543e-01	5.3935945956e-01
481               	-3.7172699666e-02	1.9694939004e-02	1.0051267729e+00	4.6539068680e-01	5.3973608613e-01
482               	-3.7245659014e-02	1.9640562094e-02	1.0057477090e+00	4.6562819547e-01	5.4011951350e-01
483               	-3.7332307518e-02	1.9590224534e-02	1.0064283293e+00	4.6588185712e-01	5.4054647216e-01
484               	-3.7411007439e-02	1.9538789376e-02	1.0070711459e+00	4.6612456551e-01	5.4094658039e-01
485               	-3.7475168153e-02	1.9484590083e-02	1.0076434057e+00	4.6634653469e-01	5.4129687099e-01
486               	-3.7553728175e-02	1.9432987214e-02	1.0082797450e+00	4.6658614433e-01	5.4169360068e-01
487               	-3.7632224850e-02	1.9382675631e-02	1.0089108053e+00	4.6682317779e-01	5.4208762749e-01
488               	-3.7707355138e-02	1.9332989562e-02	1.0095211495e+00	4.6705321962e-01	5.4246792989e-01
489               	-3.7779075314e-02	1.9283328879e-02	1.0101145213e+00	4.6727818533e-01	5.4283633595e-01
490               	-3.7850207144e-02	1.9233768772e-02	1.0107040847e+00	4.6750183521e-01	5.4320224949e-01
491               	-3.7922431164e-02	1.9184647758e-02	1.0112966189e+00	4.6772587826e-01	5.4357074059e-01
492               	-3.7996251385e-02	1.9137057399e-02	1.0118913928e+00	4.6794944500e-01	5.4394194777e-01
493               	-3.8069599165e-02	1.9090315065e-02	1.0124795157e+00	4.6817015866e-01	5.4430935699e-01
494               	-3.8140836855e-02	1.9043125235e-02	1.0130570268e+00	4.6838767654e-01	5.4466935025e-01
495               	-3.8210404708e-02	1.8995917030e-02	1.0136250093e+00	4.6860209995e-01	5.4502290937e-01
496               	-3.8280616868e-02	1.8950162258e-02	1.0141910562e+00	4.6881491122e-01	5.4537614496e-01
497               	-3.8351694157e-02	1.8905625934e-02	1.0147561710e+00	4.6902639135e-01	5.4572977967e-01
498               	-3.8422090333e-02	1.8861184377e-02	1.0153170613e+00	4.6923644033e-01	5.4608062100e-01
499               	-3.8492155761e-02	1.8817108266e-02	1.0158730614e+00	4.6944437496e-01	5.4642868648e-01
500               	-3.8561515199e-02	1.8773201877e-02	1.0164232832e+00	4.6965012642e-01	5.4677315682e-01
501               	-3.8629590013e-02	1.8729272799e-02	1.0169670342e+00	4.6985392710e-01	5.4711310713e-01
502               	-3.8697934353e-02	1.8686608430e-02	1.0175073534e+00	4.7005574236e-01	5.4745161107e-01
503               	-3.8766233902e-02	1.8644795121e-02	1.0180443957e+00	4.7025596396e-01	5.4778843176e-01
504               	-3.8833282956e-02	1.8603310821e-02	1.0185760360e+00	4.7045473507e-01	5.4812130098e-01
505               	-3.8899930438e-02	1.8562591458e-02	1.0191028938e+00	4.7065151649e-01	5.4845137736e-01
506               	-3.8965750960e-02	1.8521388101e-02	1.0196246616e+00	4.7084657983e-01	5.4877808175e-01
507               	-3.9030246183e-02	1.8480156319e-02	1.0201401056e+00	4.7103980660e-01	5.4910029897e-01
508               	-3.9094659140e-02	1.8440273726e-02	1.0206516253e+00	4.7123115349e-01	5.4942047176e-01
509               	-3.9158572978e-02	1.8400146551e-02	1.0211591732e+00	4.7142101360e-01	5.4973815956e-01
510               	-3.9221497878e-02	1.8360416820e-02	1.0216609192e+00	4.7160896173e-01	5.5005195749e-01
511               	-3.9284362904e-02	1.8322132895e-02	1.0221592885e+00	4.7179528137e-01	5.5036400717e-01
512               	-3.9346327468e-02	1.8283163164e-02	1.0226527279e+00	4.7198003650e-01	5.5067269144e-01
513               	-3.9407511440e-02	1.8244233063e-02	1.0231417141e+00	4.7216334559e-01	5.5097836847e-01
514               	-3.9469622078e-02	1.8206751363e-02	1.0236295337e+00	4.7234514479e-01	5.5128438895e-01
515               	-3.9531959220e-02	1.8169298062e-02	1.0241151690e+00	4.7252562526e-01	5.5158954370e-01
516               	-3.9593364992e-02	1.8132414531e-02	1.0245949768e+00	4.7270412343e-01	5.5189085341e-01
517               	-3.9654609043e-02	1.8096337206e-02	1.0250714096e+00	4.7288109573e-01	5.5219031382e-01
518               	-3.9715220664e-02	1.8060408959e-02	1.0255436608e+00	4.7305660976e-01	5.5248705109e-01
519               	-3.9776040143e-02	1.8025054522e-02	1.0260134094e+00	4.7323066455e-01	5.5278274484e-01
520               	-3.9836162351e-02	1.7989784743e-02	1.0264794723e+00	4.7340357379e-01	5.5307589849e-01
521               	-3.9896315890e-02	1.7955113755e-02	1.0269423617e+00	4.7357486494e-01	5.5336749672e-01
522               	-3.9955563034e-02	1.7920656989e-02	1.0274007363e+00	4.7374480509e-01	5.5365593116e-01
523               	-4.0014710041e-02	1.7886749725e-02	1.0278560572e+00	4.7391331858e-01	5.5394273866e-01
524               	-4.0073004385e-02	1.7853085040e-02	1.0283065358e+00	4.7408026353e-01	5.5422627230e-01
525               	-4.0125874560e-02	1.7817869373e-02	1.0287298239e+00	4.7423903741e-01	5.5449078653e-01
526               	-4.0189579252e-02	1.7787045652e-02	1.0292037316e+00	4.7441228652e-01	5.5479144503e-01
527               	-4.0249500035e-02	1.7755233116e-02	1.0296595130e+00	4.7458025646e-01	5.5507925653e-01
528               	-4.0298124372e-02	1.7719888933e-02	1.0300625781e+00	4.7473316467e-01	5.5532941341e-01
529               	-4.0351540832e-02	1.7686085028e-02	1.0304835992e+00	4.7489025876e-01	5.5559334042e-01
530               	-4.0415405697e-02	1.7657370930e-02	1.0309509012e+00	4.7506004491e-01	5.5589085630e-01
531               	-4.0468421012e-02	1.7625316741e-02	1.0313667757e+00	4.7521496681e-01	5.5615180884e-01
532               	-4.0520458241e-02	1.7593397429e-02	1.0317789595e+00	4.7536902152e-01	5.5640993800e-01
533               	-4.0579505235e-02	1.7563452601e-02	1.0322222126e+00	4.7553160109e-01	5.5669061156e-01
534               	-4.0628234997e-02	1.7530612651e-02	1.0326169138e+00	4.7568022190e-01	5.5693669190e-01
535               	-4.0684403176e-02	1.7500644329e-02	1.0330432919e+00	4.7583724277e-01	5.5720604912e-01
536               	-4.0732835400e-02	1.7468876560e-02	1.0334324547e+00	4.7598339195e-01	5.5744906275e-01
537               	-4.0790042086e-02	1.7440152210e-02	1.0338603314e+00	4.7614012360e-01	5.5772020777e-01
538               	-4.0838816097e-02	1.7409352687e-02	1.0342488236e+00	4.7628559569e-01	5.5796322788e-01
539               	-4.0890085859e-02	1.7379369094e-02	1.0346473462e+00	4.7643358722e-01	5.5821375894e-01
540               	-4.0948281785e-02	1.7353220447e-02	1.0350770855e+00	4.7659026098e-01	5.5848682455e-01
541               	-4.0995455417e-02	1.7322393350e-02	1.0354539976e+00	4.7673154336e-01	5.5872245419e-01
542               	-4.1043429240e-02	1.7292527880e-02	1.0358330214e+00	4.7687308145e-01	5.5895993993e-01
543               	-4.1095322072e-02	1.7263664512e-02	1.0362268085e+00	4.7701808216e-01	5.5920872631e-01
544               	-4.1153414461e-02	1.7238963614e-02	1.0366483212e+00	4.7717074614e-01	5.5947757506e-01
545               	-4.1199479944e-02	1.7209389149e-02	1.0370140263e+00	4.7730753320e-01	5.5970649309e-01
546               	-4.1245653362e-02	1.7180573747e-02	1.0373799558e+00	4.7744432453e-01	5.5993563126e-01
547               	-4.1296303570e-02	1.7152577700e-02	1.0377618475e+00	4.7758462018e-01	5.6017722732e-01
548               	-4.1349466638e-02	1.7127318379e-02	1.0381531299e+00	4.7772709830e-01	5.6042603158e-01
549               	-4.1402322060e-02	1.7101894155e-02	1.0385403940e+00	4.7786787492e-01	5.6067251904e-01
550               	-4.1452511608e-02	1.7075930856e-02	1.0389152882e+00	4.7800513247e-01	5.6091015568e-01
551               	-4.1501343615e-02	1.7050039798e-02	1.0392822288e+00	4.7813977077e-01	5.6114245800e-01
552               	-4.1550755800e-02	1.7023470087e-02	1.0396494736e+00	4.7827398098e-01	5.6137549258e-01
553               	-4.1600850124e-02	1.6997946373e-02	1.0400186772e+00	4.7840848847e-01	5.6161018872e-01
554               	-4.1655815838e-02	1.6975727045e-02	1.0404093047e+00	4.7854883654e-01	5.6186046821e-01
555               	-4.1700124873e-02	1.6948611546e-02	1.0407506636e+00	4.7867520691e-01	5.6207545665e-01
556               	-4.1745492906e-02	1.6922324239e-02	1.0410975136e+00	4.7880326388e-01	5.6229424969e-01
557               	-4.1799193083e-02	1.6900297482e-02	1.0414809604e+00	4.7894128713e-01	5.6253967329e-01
558               	-4.1849208072e-02	1.6876034327e-02	1.0418460678e+00	4.7907382582e-01	5.6277224196e-01
559               	-4.1890497995e-02	1.6849209854e-02	1.0421702465e+00	4.7919462528e-01	5.6297562127e-01
560               	-4.1936143028e-02	1.6825138378e-02	1.0425125557e+00	4.7932013480e-01	5.6319242086e-01
561               	-4.1991237288e-02	1.6803586574e-02	1.0428960186e+00	4.7945677200e-01	5.6343924658e-01
562               	-4.2040934117e-02	1.6780814211e-02	1.0432554275e+00	4.7958677962e-01	5.6366864785e-01
563               	-4.2081176341e-02	1.6755889291e-02	1.0435696069e+00	4.7970362709e-01	5.6386597977e-01
564               	-4.2125724985e-02	1.6730918022e-02	1.0439007357e+00	4.7982464286e-01	5.6407609283e-01
565               	-4.2179807853e-02	1.6710061993e-02	1.0442734155e+00	4.7995689987e-01	5.6431651558e-01
566               	-4.2229995194e-02	1.6689792464e-02	1.0446271401e+00	4.8008357485e-01	5.6454356524e-01
567               	-4.2270838062e-02	1.6664741787e-02	1.0449375492e+00	4.8019793653e-01	5.6473961266e-01
568               	-4.2314531058e-02	1.6640920027e-02	1.0452611389e+00	4.8031603839e-01	5.6494510050e-01
569               	-4.2367463693e-02	1.6621186013e-02	1.0456243380e+00	4.8044470531e-01	5.6517963270e-01
570               	-4.2416366023e-02	1.6600447814e-02	1.0459684756e+00	4.8056787179e-01	5.6540060384e-01
571               	-4.2454284148e-02	1.6575852886e-02	1.0462670457e+00	4.8067923870e-01	5.6558780700e-01
572               	-4.2501119430e-02	1.6554660743e-02	1.0466011707e+00	4.8079946590e-01	5.6580170476e-01
573               	-4.2548366787e-02	1.6533893833e-02	1.0469343601e+00	4.8091881326e-01	5.6601554684e-01
574               	-4.2593785189e-02	1.6512675076e-02	1.0472589745e+00	4.8103570205e-01	5.6622327243e-01
575               	-4.2637744052e-02	1.6491265316e-02	1.0475763893e+00	4.8115045061e-01	5.6642593871e-01
576               	-4.2679979028e-02	1.6469299431e-02	1.0478901356e+00	4.8126508879e-01	5.6662504685e-01
577               	-4.2725521039e-02	1.6449065734e-02	1.0482102789e+00	4.8137961842e-01	5.6683066050e-01
578               	-4.2771985851e-02	1.6429129492e-02	1.0485316478e+00	4.8149383806e-01	5.6703780976e-01
579               	-4.2817560893e-02	1.6409018443e-02	1.0488489931e+00	4.8160693567e-01	5.6724205746e-01
580               	-4.2860096451e-02	1.6388171468e-02	1.0491586055e+00	4.8171920632e-01	5.6743939922e-01
581               	-4.2904391214e-02	1.6368567734e-02	1.0494692955e+00	4.8183025652e-01	5.6763903895e-01
582               	-4.2949246729e-02	1.6349008019e-02	1.0497798027e+00	4.8194065460e-01	5.6783914806e-01
583               	-4.2993854708e-02	1.6329381896e-02	1.0500885824e+00	4.8205043649e-01	5.6803814590e-01
584               	-4.3035955794e-02	1.6309234061e-02	1.0503919763e+00	4.8216003235e-01	5.6823194393e-01
585               	-4.3079840524e-02	1.6290334971e-02	1.0506969762e+00	4.8226864758e-01	5.6842832863e-01
586               	-4.3123832431e-02	1.6271456892e-02	1.0510003964e+00	4.8237636578e-01	5.6862403064e-01
587               	-4.3167191601e-02	1.6252343894e-02	1.0513006109e+00	4.8248311384e-01	5.6881749704e-01
588               	-4.3207958942e-02	1.6232449716e-02	1.0515952562e+00	4.8258966913e-01	5.6900558702e-01
589               	-4.3250969905e-02	1.6214077807e-02	1.0518926137e+00	4.8269533695e-01	5.6919727676e-01
590               	-4.3294313994e-02	1.6195818398e-02	1.0521892366e+00	4.8280030429e-01	5.6938893228e-01
591               	-4.3336952855e-02	1.6177261596e-02	1.0524826461e+00	4.8290437021e-01	5.6957827592e-01
592               	-4.3376779908e-02	1.6157881002e-02	1.0527699189e+00	4.8300817955e-01	5.6976173936e-01
593               	-4.3418890053e-02	1.6140021564e-02	1.0530598116e+00	4.8311101576e-01	5.6994879587e-01
594               	-4.3461438419e-02	1.6122202508e-02	1.0533491214e+00	4.8321312226e-01	5.7013599910e-01
595               	-4.3501522933e-02	1.6103338092e-02	1.0536322260e+00	4.8331459008e-01	5.7031763595e-01
596               	-4.3543056358e-02	1.6085844859e-02	1.0539166819e+00	4.8341528460e-01	5.7050139731e-01
597               	-4.3584482665e-02	1.6068391666e-02	1.0541996845e+00	4.8351535956e-01	5.7068432489e-01
598               	-4.3623391560e-02	1.6049756702e-02	1.0544769600e+00	4.8361508846e-01	5.7086187158e-01
599               	-4.3664259521e-02	1.6032208702e-02	1.0547559245e+00	4.8371370275e-01	5.7104222179e-01
600               	-4.3705190592e-02	1.6015116029e-02	1.0550338052e+00	4.8381171198e-01	5.7122209317e-01
601               	-4.3743399800e-02	1.5997167166e-02	1.0553054595e+00	4.8390932993e-01	5.7139612953e-01
602               	-4.3783445955e-02	1.5980294256e-02	1.0555788520e+00	4.8400598002e-01	5.7157287193e-01
603               	-4.3823592993e-02	1.5963292300e-02	1.0558511920e+00	4.8410200302e-01	5.7174918901e-01
604               	-4.3861031456e-02	1.5945194758e-02	1.0561174291e+00	4.8419768307e-01	5.7191974598e-01
605               	-4.3900321722e-02	1.5928235093e-02	1.0563856658e+00	4.8429251116e-01	5.7209315460e-01
606               	-4.3939728297e-02	1.5911540156e-02	1.0566524244e+00	4.8438648389e-01	5.7226594048e-01
607               	-4.3976282241e-02	1.5894140127e-02	1.0569129709e+00	4.8448020323e-01	5.7243276771e-01
608               	-4.4014787103e-02	1.5878066270e-02	1.0571756003e+00	4.8457301304e-01	5.7260258724e-01
609               	-4.4053404119e-02	1.5861518333e-02	1.0574372545e+00	4.8466522314e-01	5.7277203138e-01
610               	-4.4089270911e-02	1.5843785027e-02	1.0576924323e+00	4.8475694523e-01	5.7293548705e-01
611               	-4.4127106767e-02	1.5827692467e-02	1.0579500528e+00	4.8484791964e-01	5.7310213317e-01
612               	-4.4165003437e-02	1.5811890292e-02	1.0582062657e+00	4.8493812942e-01	5.7326813629e-01
613               	-4.4199887663e-02	1.5794824600e-02	1.0584556410e+00	4.8502793284e-01	5.7342770817e-01
614               	-4.4236823685e-02	1.5778943877e-02	1.0587075085e+00	4.8511693054e-01	5.7359057791e-01
615               	-4.4273863185e-02	1.5762821757e-02	1.0589583981e+00	4.8520533589e-01	5.7375306226e-01
616               	-4.4307820910e-02	1.5745552978e-02	1.0592025052e+00	4.8529343167e-01	5.7390907348e-01
617               	-4.4343862480e-02	1.5729746936e-02	1.0594486584e+00	4.8538046674e-01	5.7406819170e-01
618               	-4.4379994250e-02	1.5714260076e-02	1.0596938432e+00	4.8546692737e-01	5.7422691587e-01
619               	-4.4410194597e-02	1.5696658877e-02	1.0599188742e+00	4.8554924249e-01	5.7436963169e-01
620               	-4.4449386781e-02	1.5682608282e-02	1.0601774847e+00	4.8563935559e-01	5.7453812915e-01
621               	-4.4486842199e-02	1.5667576876e-02	1.0604263576e+00	4.8572633660e-01	5.7470002100e-01
622               	-4.4515041440e-02	1.5649603915e-02	1.0606403011e+00	4.8580510913e-01	5.7483519201e-01
623               	-4.4551691709e-02	1.5635208170e-02	1.0608852768e+00	4.8589094669e-01	5.7499433011e-01
624               	-4.4585083149e-02	1.5619702161e-02	1.0611121780e+00	4.8597100586e-01	5.7514117216e-01
625               	-4.4617817546e-02	1.5603786942e-02	1.0613439048e+00	4.8605413487e-01	5.7528976996e-01
626               	-4.4657020272e-02	1.5590920377e-02	1.0615986566e+00	4.8614230802e-01	5.7545634857e-01
627               	-4.4688170328e-02	1.5574760769e-02	1.0618167200e+00	4.8622018969e-01	5.7559653035e-01
628               	-4.4716017624e-02	1.5557420029e-02	1.0620277718e+00	4.8629786828e-01	5.7572990353e-01
629               	-4.4748525257e-02	1.5542606825e-02	1.0622524120e+00	4.8637768075e-01	5.7587473126e-01
630               	-4.4785785709e-02	1.5529596212e-02	1.0624969536e+00	4.8646269107e-01	5.7603426249e-01
631               	-4.4812661294e-02	1.5512797418e-02	1.0627033099e+00	4.8653899367e-01	5.7616431626e-01
632               	-4.4841907962e-02	1.5497072723e-02	1.0629138742e+00	4.8661502913e-01	5.7629884506e-01
633               	-4.4874021460e-02	1.5482005036e-02	1.0631415875e+00	4.8669677227e-01	5.7644481519e-01
634               	-4.4905634395e-02	1.5467211164e-02	1.0633609842e+00	4.8677485769e-01	5.7658612648e-01
635               	-4.4930478869e-02	1.5450157829e-02	1.0635535740e+00	4.8684630814e-01	5.7670726588e-01
636               	-4.4962538530e-02	1.5436387728e-02	1.0637734071e+00	4.8692416503e-01	5.7684924209e-01
637               	-4.4992281313e-02	1.5421692881e-02	1.0639876643e+00	4.8700155081e-01	5.7698611344e-01
638               	-4.5022476524e-02	1.5407322517e-02	1.0641976312e+00	4.8707633908e-01	5.7712129213e-01
639               	-4.5047257289e-02	1.5390693092e-02	1.0643875973e+00	4.8714654134e-01	5.7724105592e-01
640               	-4.5079619254e-02	1.5377097682e-02	1.0646056606e+00	4.8722321105e-01	5.7738244956e-01
641               	-4.5108906828e-02	1.5362418850e-02	1.0648151375e+00	4.8729866194e-01	5.7751647560e-01
642               	-4.5135615857e-02	1.5347406464e-02	1.0650061996e+00	4.8736748393e-01	5.7763871564e-01
643               	-4.5161875715e-02	1.5332442891e-02	1.0652010726e+00	4.8743866058e-01	5.7776241201e-01
644               	-4.5194417253e-02	1.5320119099e-02	1.0654187046e+00	4.8751493504e-01	5.7790376955e-01
645               	-4.5221551013e-02	1.5305646480e-02	1.0656178297e+00	4.8758736382e-01	5.7803046585e-01
646               	-4.5245449646e-02	1.5289996533e-02	1.0657963683e+00	4.8765273448e-01	5.7814363377e-01
647               	-4.5269660552e-02	1.5274239017e-02	1.0659812648e+00	4.8772097187e-01	5.7826029297e-01
648               	-4.5301350799e-02	1.5261606691e-02	1.0661934334e+00	4.8779536588e-01	5.7839806748e-01
649               	-4.5328208280e-02	1.5247712075e-02	1.0663893398e+00	4.8786646163e-01	5.7852287819e-01
650               	-4.5351497337e-02	1.5233204178e-02	1.0665636288e+00	4.8793031707e-01	5.7863331174e-01
651               	-4.5374257035e-02	1.5218184207e-02	1.0667411544e+00	4.8799632016e-01	5.7874483423e-01
652               	-4.5404302969e-02	1.5205692976e-02	1.0669442846e+00	4.8806783933e-01	5.7887644526e-01
653               	-4.5427902045e-02	1.5190935789e-02	1.0671234660e+00	4.8813383095e-01	5.7898963504e-01
654               	-4.5453467987e-02	1.5177227819e-02	1.0673054390e+00	4.8819925153e-01	5.7910618750e-01
655               	-4.5477194757e-02	1.5162937124e-02	1.0674849035e+00	4.8826525697e-01	5.7921964649e-01
656               	-4.5503381427e-02	1.5149917622e-02	1.0676689979e+00	4.8833111750e-01	5.7933788036e-01
657               	-4.5526993592e-02	1.5136071114e-02	1.0678470437e+00	4.8839652825e-01	5.7945051543e-01
658               	-4.5552259018e-02	1.5122865772e-02	1.0680259007e+00	4.8846069134e-01	5.7956520937e-01
659               	-4.5574849409e-02	1.5108679061e-02	1.0681979546e+00	4.8852412791e-01	5.7967382672e-01
660               	-4.5601567994e-02	1.5096487875e-02	1.0683829440e+00	4.8858990401e-01	5.7979303999e-01
661               	-4.5621407645e-02	1.5081949257e-02	1.0685425889e+00	4.8864988683e-01	5.7989270212e-01
662               	-4.5644665997e-02	1.5068614118e-02	1.0687103217e+00	4.8871049487e-01	5.7999982686e-01
663               	-4.5669360116e-02	1.5055949350e-02	1.0688908333e+00	4.8877605655e-01	5.8011477678e-01
664               	-4.5694230934e-02	1.5043590996e-02	1.0690655862e+00	4.8883856217e-01	5.8022702404e-01
665               	-4.5712513520e-02	1.5028908362e-02	1.0692163445e+00	4.8889565875e-01	5.8032068579e-01
666               	-4.5735031092e-02	1.5015852110e-02	1.0693793756e+00	4.8895465672e-01	5.8042471890e-01
667               	-4.5759388636e-02	1.5003671015e-02	1.0695567811e+00	4.8901900193e-01	5.8053777920e-01
668               	-4.5783856436e-02	1.4991886736e-02	1.0697275175e+00	4.8907990232e-01	5.8064761519e-01
669               	-4.5801221715e-02	1.4977640151e-02	1.0698727470e+00	4.8913515179e-01	5.8073759522e-01
670               	-4.5822618096e-02	1.4964650413e-02	1.0700291200e+00	4.8919194193e-01	5.8083717812e-01
671               	-4.5845914505e-02	1.4952487488e-02	1.0701998163e+00	4.8925399363e-01	5.8094582264e-01
672               	-4.5869772932e-02	1.4941027900e-02	1.0703659178e+00	4.8931318599e-01	5.8105273185e-01
673               	-4.5886791562e-02	1.4927326652e-02	1.0705075856e+00	4.8936700124e-01	5.8114058437e-01
674               	-4.5907697757e-02	1.4914863619e-02	1.0706594119e+00	4.8942200821e-01	5.8123740373e-01
675               	-4.5929990154e-02	1.4903148620e-02	1.0708241143e+00	4.8948206697e-01	5.8134204728e-01
676               	-4.5952905498e-02	1.4891753620e-02	1.0709845526e+00	4.8953937081e-01	5.8144518181e-01
677               	-4.5969240632e-02	1.4878199334e-02	1.0711214172e+00	4.8959146796e-01	5.8152994923e-01
678               	-4.5991145622e-02	1.4866694406e-02	1.0712767443e+00	4.8964722655e-01	5.8162951779e-01
679               	-4.6010351126e-02	1.4854407325e-02	1.0714263157e+00	4.8970280670e-01	5.8172350896e-01
680               	-4.6031490136e-02	1.4843017696e-02	1.0715764204e+00	4.8975672007e-01	5.8181970034e-01
681               	-4.6049338443e-02	1.4830697438e-02	1.0717189391e+00	4.8981013112e-01	5.8190880800e-01
682               	-4.6069692925e-02	1.4819176876e-02	1.0718654848e+00	4.8986304949e-01	5.8200243534e-01
683               	-4.6087600117e-02	1.4806887295e-02	1.0720075375e+00	4.8991616862e-01	5.8209136885e-01
684               	-4.6108118291e-02	1.4795786310e-02	1.0721539966e+00	4.8996888001e-01	5.8218511659e-01
685               	-4.6125620132e-02	1.4783857277e-02	1.0722940276e+00	4.9002139368e-01	5.8227263394e-01
686               	-4.6145472854e-02	1.4772751975e-02	1.0724364635e+00	4.9007275887e-01	5.8236370458e-01
687               	-4.6162333232e-02	1.4760881301e-02	1.0725727169e+00	4.9012402520e-01	5.8244869166e-01
688               	-4.6181795721e-02	1.4749814224e-02	1.0727130585e+00	4.9017473353e-01	5.8253832497e-01
689               	-4.6198523388e-02	1.4737970478e-02	1.0728476816e+00	4.9022531743e-01	5.8262236421e-01
690               	-4.6217798368e-02	1.4727267727e-02	1.0729863226e+00	4.9027536292e-01	5.8271095965e-01
691               	-4.6234051477e-02	1.4715699459e-02	1.0731187595e+00	4.9032532828e-01	5.8279343123e-01
692               	-4.6252940157e-02	1.4705014828e-02	1.0732544122e+00	4.9037426593e-01	5.8288014625e-01
693               	-4.6268839864e-02	1.4693594873e-02	1.0733841913e+00	4.9042325578e-01	5.8296093551e-01
694               	-4.6287439784e-02	1.4683038726e-02	1.0735181761e+00	4.9047164828e-01	5.8304652785e-01
695               	-4.6303196828e-02	1.4671659323e-02	1.0736460214e+00	4.9051981389e-01	5.8312620755e-01
696               	-4.6321575004e-02	1.4661418763e-02	1.0737780412e+00	4.9056744561e-01	5.8321059562e-01
697               	-4.6336927766e-02	1.4650491106e-02	1.0739037437e+00	4.9061494407e-01	5.8328879961e-01
698               	-4.6354978641e-02	1.4640405425e-02	1.0740334020e+00	4.9066172235e-01	5.8337167963e-01
699               	-4.6370029522e-02	1.4629134234e-02	1.0741571246e+00	4.9070853279e-01	5.8344859184e-01
700               	-4.6387970982e-02	1.4618875547e-02	1.0742847890e+00	4.9075442352e-01	5.8353036549e-01
701               	-4.6402811721e-02	1.4608064130e-02	1.0744066442e+00	4.9080051036e-01	5.8360613381e-01
702               	-4.6420417419e-02	1.4598525362e-02	1.0745324968e+00	4.9084583098e-01	5.8368666581e-01
703               	-4.6434956560e-02	1.4588097762e-02	1.0746522455e+00	4.9089116617e-01	5.8376107929e-01
704               	-4.6452273088e-02	1.4578171428e-02	1.0747762828e+00	4.9093586834e-01	5.8384041451e-01
705               	-4.6466673773e-02	1.4567328230e-02	1.0748938974e+00	4.9098027493e-01	5.8391362248e-01
706               	-4.6483823642e-02	1.4557836948e-02	1.0750159994e+00	4.9102417604e-01	5.8399182332e-01
707               	-4.6497948897e-02	1.4547844314e-02	1.0751318189e+00	4.9106796057e-01	5.8406385837e-01
708               	-4.6514845093e-02	1.4538715241e-02	1.0752520697e+00	4.9111118977e-01	5.8414087996e-01
709               	-4.6528753087e-02	1.4528537441e-02	1.0753662698e+00	4.9115438180e-01	5.8421188797e-01
710               	-4.6545452606e-02	1.4519080193e-02	1.0754849261e+00	4.9119701042e-01	5.8428791563e-01
711               	-4.6559159134e-02	1.4508926144e-02	1.0755973167e+00	4.9123949921e-01	5.8435781748e-01
712               	-4.6575646461e-02	1.4499920598e-02	1.0757139346e+00	4.9128132082e-01	5.8443261374e-01
713               	-4.6589121173e-02	1.4490218329e-02	1.0758242948e+00	4.9132302624e-01	5.8450126858e-01
714               	-4.6605387498e-02	1.4481454900e-02	1.0759391898e+00	4.9136420742e-01	5.8457498241e-01
715               	-4.6618603557e-02	1.4471724989e-02	1.0760479754e+00	4.9140538412e-01	5.8464259123e-01
716               	-4.6634577637e-02	1.4462850635e-02	1.0761613379e+00	4.9144609130e-01	5.8471524658e-01
717               	-4.6647586845e-02	1.4452949058e-02	1.0762684445e+00	4.9148663542e-01	5.8478180911e-01
718               	-4.6661589646e-02	1.4444183663e-02	1.0763767811e+00	4.9152680090e-01	5.8484998019e-01
719               	-4.6677910236e-02	1.4435988832e-02	1.0764880818e+00	4.9156613069e-01	5.8492195116e-01
720               	-4.6690496899e-02	1.4426395629e-02	1.0765925126e+00	4.9160575940e-01	5.8498675320e-01
721               	-4.6703942814e-02	1.4417692986e-02	1.0766976529e+00	4.9164488362e-01	5.8505276924e-01
722               	-4.6719793029e-02	1.4409484231e-02	1.0768069166e+00	4.9168366530e-01	5.8512325135e-01
723               	-4.6732219342e-02	1.4400038085e-02	1.0769090795e+00	4.9172232041e-01	5.8518675909e-01
724               	-4.6745463947e-02	1.4391671357e-02	1.0770124240e+00	4.9176074806e-01	5.8525167596e-01
725               	-4.6761224972e-02	1.4383901075e-02	1.0771190077e+00	4.9179827890e-01	5.8532072884e-01
726               	-4.6772236175e-02	1.4374356353e-02	1.0772136688e+00	4.9183459824e-01	5.8537907059e-01
727               	-4.6786809050e-02	1.4366708295e-02	1.0773211060e+00	4.9187374396e-01	5.8544736206e-01
728               	-4.6802982063e-02	1.4359347486e-02	1.0774293450e+00	4.9191169041e-01	5.8551765454e-01
729               	-4.6813322209e-02	1.4349862240e-02	1.0775195543e+00	4.9194645496e-01	5.8557309938e-01
