# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
478               	-2.2756776351e-05	8.5594546417e-03	1.4057809405e-04	4.7532270675e-05	9.3045823377e-05
479               	-2.2644920540e-05	8.5569518482e-03	1.4002485580e-04	4.7367507359e-05	9.2657348438e-05
480               	-2.2536612167e-05	8.5544595392e-03	1.3947632641e-04	4.7201551037e-05	9.2274775372e-05
481               	-2.2432883752e-05	8.5519652380e-03	1.3893945544e-04	4.7036843971e-05	9.1902611474e-05
482               	-2.2332320440e-05	8.5494703974e-03	1.3841303416e-04	4.6874196638e-05	9.1538837519e-05
483               	-2.2231893216e-05	8.5469854050e-03	1.3788956095e-04	4.6712887261e-05	9.1176673693e-05
484               	-2.2129302900e-05	8.5445174045e-03	1.3736271534e-04	4.6552054769e-05	9.0810660569e-05
485               	-2.2024208512e-05	8.5420646451e-03	1.3683154418e-04	4.6391563578e-05	9.0439980601e-05
486               	-2.1917572052e-05	8.5396206683e-03	1.3629872687e-04	4.6231791384e-05	9.0066935489e-05
487               	-2.1810327866e-05	8.5371814215e-03	1.3576670273e-04	4.6073023498e-05	8.9693679231e-05
488               	-2.1702755512e-05	8.5347479063e-03	1.3523589517e-04	4.5915192070e-05	8.9320703095e-05
489               	-2.1594816894e-05	8.5323235660e-03	1.3470573501e-04	4.5758050611e-05	8.8947684399e-05
490               	-2.1486737846e-05	8.5299105658e-03	1.3417631980e-04	4.5601422052e-05	8.8574897743e-05
491               	-2.1379164121e-05	8.5275084559e-03	1.3364884187e-04	4.5445256815e-05	8.8203585056e-05
492               	-2.1272863501e-05	8.5251154128e-03	1.3312482025e-04	4.5289546626e-05	8.7835273629e-05
493               	-2.1168353190e-05	8.5227302034e-03	1.3260522040e-04	4.5134257008e-05	8.7470963389e-05
494               	-2.1065779572e-05	8.5203527092e-03	1.3209026595e-04	4.4979353401e-05	8.7110912546e-05
495               	-2.0964993379e-05	8.5179836692e-03	1.3157967983e-04	4.4824846534e-05	8.6754833293e-05
496               	-2.0865694109e-05	8.5156238851e-03	1.3107299277e-04	4.4670802276e-05	8.6402190493e-05
497               	-2.0767520404e-05	8.5132735714e-03	1.3056965171e-04	4.4517305449e-05	8.6052346258e-05
498               	-2.0670163014e-05	8.5109323810e-03	1.3006911222e-04	4.4364393096e-05	8.5704719123e-05
499               	-2.0573164882e-05	8.5085998686e-03	1.2957048984e-04	4.4212080037e-05	8.5358409800e-05
500               	-2.0476114118e-05	8.5062757661e-03	1.2907304813e-04	4.4060409946e-05	8.5012638182e-05
501               	-2.0378944682e-05	8.5039601180e-03	1.2857670371e-04	4.3909407172e-05	8.4667296535e-05
502               	-2.0281657188e-05	8.5016530984e-03	1.2808136371e-04	4.3759024665e-05	8.4322339041e-05
503               	-2.0184275367e-05	8.4993548431e-03	1.2758699347e-04	4.3609221365e-05	8.3977772100e-05
504               	-2.0086825584e-05	8.4970653726e-03	1.2709364944e-04	4.3459999138e-05	8.3633650306e-05
505               	-1.9989432533e-05	8.4947846141e-03	1.2660157220e-04	4.3311353567e-05	8.3290218633e-05
506               	-1.9892307416e-05	8.4925124549e-03	1.2611113453e-04	4.3163259848e-05	8.2947874680e-05
507               	-1.9795696980e-05	8.4902488330e-03	1.2562273069e-04	4.3015668367e-05	8.2607062326e-05
508               	-1.9699756296e-05	8.4879937508e-03	1.2513658261e-04	4.2868535007e-05	8.2268047600e-05
509               	-1.9604555626e-05	8.4857472180e-03	1.2465279946e-04	4.2721844102e-05	8.1930955354e-05
510               	-1.9510143296e-05	8.4835091871e-03	1.2417150701e-04	4.2575610210e-05	8.1595896801e-05
511               	-1.9416544503e-05	8.4812795798e-03	1.2369280919e-04	4.2429860092e-05	8.1262949097e-05
512               	-1.9323719118e-05	8.4790583369e-03	1.2321665914e-04	4.2284610453e-05	8.0932048690e-05
513               	-1.9231559895e-05	8.4768454230e-03	1.2274283762e-04	4.2139858915e-05	8.0602978706e-05
514               	-1.9139933884e-05	8.4746408013e-03	1.2227107069e-04	4.1995601464e-05	8.0275469231e-05
515               	-1.9048715904e-05	8.4724444778e-03	1.2180112616e-04	4.1851847176e-05	7.9949278983e-05
516               	-1.8957806323e-05	8.4702565544e-03	1.2133284889e-04	4.1708618120e-05	7.9624230766e-05
517               	-1.8867140081e-05	8.4680770585e-03	1.2086614611e-04	4.1565932972e-05	7.9300213133e-05
518               	-1.8776688687e-05	8.4659058450e-03	1.2040096420e-04	4.1423793416e-05	7.8977170789e-05
519               	-1.8686453364e-05	8.4637427315e-03	1.1993726527e-04	4.1282179273e-05	7.8655086001e-05
520               	-1.8596461248e-05	8.4615876401e-03	1.1947507083e-04	4.1141074166e-05	7.8333996662e-05
521               	-1.8506769107e-05	8.4594406063e-03	1.1901448958e-04	4.1000475684e-05	7.8014013898e-05
522               	-1.8417440344e-05	8.4573016912e-03	1.1855564336e-04	4.0860381338e-05	7.7695262026e-05
523               	-1.8328537116e-05	8.4551708856e-03	1.1809863062e-04	4.0720778194e-05	7.7377852425e-05
524               	-1.8240121501e-05	8.4530481760e-03	1.1764353632e-04	4.0581646658e-05	7.7061889660e-05
525               	-1.8152240911e-05	8.4509335100e-03	1.1719049625e-04	4.0443007212e-05	7.6747489034e-05
526               	-1.8064904837e-05	8.4488267878e-03	1.1673960525e-04	4.0304897789e-05	7.6434707463e-05
527               	-1.7978080232e-05	8.4467279564e-03	1.1629080820e-04	4.0167323870e-05	7.6123484334e-05
528               	-1.7891752167e-05	8.4446370054e-03	1.1584391545e-04	4.0030205556e-05	7.5813709891e-05
529               	-1.7805947864e-05	8.4425539268e-03	1.1539884895e-04	3.9893476611e-05	7.5505372340e-05
530               	-1.7720686021e-05	8.4404786891e-03	1.1495570152e-04	3.9757164740e-05	7.5198536782e-05
531               	-1.7635918572e-05	8.4384112397e-03	1.1451453893e-04	3.9621350894e-05	7.4893188039e-05
532               	-1.7551544576e-05	8.4363515616e-03	1.1407526156e-04	3.9486086205e-05	7.4589175356e-05
533               	-1.7467485837e-05	8.4342996525e-03	1.1363769076e-04	3.9351359545e-05	7.4286331219e-05
534               	-1.7383735074e-05	8.4322554897e-03	1.1320172197e-04	3.9217125912e-05	7.3984596061e-05
535               	-1.7300329330e-05	8.4302190576e-03	1.1276736480e-04	3.9083353068e-05	7.3684011729e-05
536               	-1.7217292262e-05	8.4281903114e-03	1.1233467007e-04	3.8950042774e-05	7.3384627297e-05
537               	-1.7134610316e-05	8.4261691740e-03	1.1190365126e-04	3.8817215313e-05	7.3086435944e-05
538               	-1.7052268680e-05	8.4241555610e-03	1.1147429060e-04	3.8684876618e-05	7.2789413978e-05
539               	-1.6970270306e-05	8.4221493800e-03	1.1104659310e-04	3.8553026244e-05	7.2493566856e-05
540               	-1.6888658774e-05	8.4201507013e-03	1.1062060350e-04	3.8421642974e-05	7.2198960522e-05
541               	-1.6807482192e-05	8.4181595646e-03	1.1019637127e-04	3.8290703445e-05	7.1905667828e-05
542               	-1.6726760056e-05	8.4161759460e-03	1.0977392151e-04	3.8160200699e-05	7.1613720812e-05
543               	-1.6646478807e-05	8.4141997943e-03	1.0935324869e-04	3.8030145539e-05	7.1323103152e-05
544               	-1.6566610576e-05	8.4122310622e-03	1.0893432822e-04	3.7900553534e-05	7.1033774686e-05
545               	-1.6487134740e-05	8.4102697278e-03	1.0851713219e-04	3.7771431352e-05	7.0745700833e-05
546               	-1.6408047103e-05	8.4083157927e-03	1.0810163925e-04	3.7642772524e-05	7.0458866731e-05
547               	-1.6329355750e-05	8.4063693245e-03	1.0768784319e-04	3.7514565846e-05	7.0173277346e-05
548               	-1.6251068220e-05	8.4044303128e-03	1.0727574154e-04	3.7386802549e-05	6.9888938990e-05
549               	-1.6173179654e-05	8.4024987186e-03	1.0686532175e-04	3.7259481223e-05	6.9605840531e-05
550               	-1.6095676012e-05	8.4005742824e-03	1.0645656705e-04	3.7132607511e-05	6.9323959535e-05
551               	-1.6018537310e-05	8.3986568950e-03	1.0604945484e-04	3.7006190108e-05	6.9043264728e-05
552               	-1.5941748535e-05	8.3967466631e-03	1.0564396584e-04	3.6880234384e-05	6.8763731453e-05
553               	-1.5865308236e-05	8.3948436777e-03	1.0524008986e-04	3.6754736695e-05	6.8485353167e-05
554               	-1.5789230257e-05	8.3929479378e-03	1.0483783397e-04	3.6629686727e-05	6.8208147241e-05
555               	-1.5713534633e-05	8.3910593979e-03	1.0443721610e-04	3.6505073417e-05	6.7932142683e-05
556               	-1.5638237572e-05	8.3891779941e-03	1.0403825641e-04	3.6380890631e-05	6.7657365776e-05
557               	-1.5563345499e-05	8.3873036687e-03	1.0364096862e-04	3.6257138811e-05	6.7383829808e-05
558               	-1.5488854579e-05	8.3854364118e-03	1.0324535426e-04	3.6133822552e-05	6.7111531710e-05
559               	-1.5414752234e-05	8.3835762223e-03	1.0285139374e-04	3.6010944634e-05	6.6840449102e-05
560               	-1.5341022784e-05	8.3817230352e-03	1.0245905130e-04	3.5888502865e-05	6.6570548433e-05
561               	-1.5267654344e-05	8.3798767683e-03	1.0206829333e-04	3.5766492322e-05	6.6301801010e-05
562               	-1.5194640144e-05	8.3780374917e-03	1.0167909969e-04	3.5644909699e-05	6.6034189988e-05
563               	-1.5121977628e-05	8.3762052372e-03	1.0129146016e-04	3.5523752450e-05	6.5767707706e-05
564               	-1.5049664638e-05	8.3743799325e-03	1.0090536474e-04	3.5403017732e-05	6.5502347008e-05
565               	-1.4977696531e-05	8.3725614873e-03	1.0052079935e-04	3.5282703145e-05	6.5238096206e-05
566               	-1.4906068189e-05	8.3707498691e-03	1.0013775751e-04	3.5162810564e-05	6.4974946942e-05
567               	-1.4834775011e-05	8.3689450941e-03	9.9756240359e-05	3.5043345168e-05	6.4712895191e-05
568               	-1.4763805613e-05	8.3671471701e-03	9.9376216739e-05	3.4924302756e-05	6.4451913983e-05
569               	-1.4693151687e-05	8.3653560597e-03	9.8997654550e-05	3.4805675588e-05	6.4191978962e-05
570               	-1.4622818978e-05	8.3635717116e-03	9.8620556758e-05	3.4687459401e-05	6.3933097357e-05
571               	-1.4552821985e-05	8.3617940924e-03	9.8244948893e-05	3.4569652462e-05	6.3675296432e-05
572               	-1.4483170935e-05	8.3600231840e-03	9.7870850320e-05	3.4452254226e-05	6.3418596095e-05
573               	-1.4413865624e-05	8.3582589736e-03	9.7498259495e-05	3.4335264124e-05	6.3162995371e-05
574               	-1.4344901018e-05	8.3565014444e-03	9.7127165032e-05	3.4218681498e-05	6.2908483533e-05
575               	-1.4276274999e-05	8.3547505666e-03	9.6757561491e-05	3.4102505746e-05	6.2655055744e-05
576               	-1.4207988116e-05	8.3530063202e-03	9.6389445723e-05	3.3986734746e-05	6.2402710977e-05
577               	-1.4140040602e-05	8.3512686866e-03	9.6022812172e-05	3.3871365484e-05	6.2151446688e-05
578               	-1.4072430290e-05	8.3495376293e-03	9.5657651533e-05	3.3756395477e-05	6.1901256056e-05
579               	-1.4005154117e-05	8.3478131149e-03	9.5293956862e-05	3.3641824314e-05	6.1652132548e-05
580               	-1.3938206951e-05	8.3460951165e-03	9.4931717040e-05	3.3527651569e-05	6.1404065471e-05
581               	-1.3871581635e-05	8.3443835918e-03	9.4570913376e-05	3.3413875053e-05	6.1157038323e-05
582               	-1.3805271072e-05	8.3426784228e-03	9.4211524186e-05	3.3300491021e-05	6.0911033165e-05
583               	-1.3739263878e-05	8.3409797388e-03	9.3853522109e-05	3.3187497176e-05	6.0666024932e-05
584               	-1.3673556067e-05	8.3392876468e-03	9.3496901483e-05	3.3074894675e-05	6.0422006808e-05
585               	-1.3608151435e-05	8.3376020731e-03	9.3141671308e-05	3.2962684219e-05	6.0178987088e-05
586               	-1.3543054313e-05	8.3359228601e-03	9.2787837855e-05	3.2850864615e-05	5.9936973240e-05
587               	-1.3478258553e-05	8.3342499342e-03	9.2435381984e-05	3.2739432439e-05	5.9695949545e-05
588               	-1.3413753315e-05	8.3325832997e-03	9.2084273186e-05	3.2628383278e-05	5.9455889907e-05
589               	-1.3349532505e-05	8.3309229714e-03	9.1734494070e-05	3.2517714530e-05	5.9216779540e-05
590               	-1.3285596778e-05	8.3292689579e-03	9.1386044179e-05	3.2407425312e-05	5.8978618867e-05
591               	-1.3221949501e-05	8.3276212448e-03	9.1038927810e-05	3.2297514404e-05	5.8741413406e-05
592               	-1.3158593523e-05	8.3259797953e-03	9.0693147471e-05	3.2187980212e-05	5.8505167258e-05
593               	-1.3095529139e-05	8.3243445593e-03	9.0348699105e-05	3.2078820414e-05	5.8269878691e-05
594               	-1.3032755910e-05	8.3227155057e-03	9.0005578726e-05	3.1970033453e-05	5.8035545273e-05
595               	-1.2970271883e-05	8.3210926187e-03	8.9663778419e-05	3.1861617326e-05	5.7802161093e-05
596               	-1.2908079476e-05	8.3194757673e-03	8.9323299412e-05	3.1753570229e-05	5.7569729182e-05
597               	-1.2846179141e-05	8.3178650714e-03	8.8984141909e-05	3.1645891814e-05	5.7338250095e-05
598               	-1.2784571377e-05	8.3162606256e-03	8.8646305561e-05	3.1538581404e-05	5.7107724158e-05
599               	-1.2723255393e-05	8.3146623935e-03	8.8309784873e-05	3.1431637043e-05	5.6878147830e-05
600               	-1.2662232348e-05	8.3130701033e-03	8.7974575947e-05	3.1325055626e-05	5.6649520321e-05
601               	-1.2601501576e-05	8.3114836461e-03	8.7640674594e-05	3.1218835721e-05	5.6421838873e-05
602               	-1.2541061299e-05	8.3099031650e-03	8.7308078568e-05	3.1112977985e-05	5.6195100583e-05
603               	-1.2480910644e-05	8.3083288112e-03	8.6976785540e-05	3.1007482126e-05	5.5969303413e-05
604               	-1.2421051140e-05	8.3067605650e-03	8.6646793078e-05	3.0902345399e-05	5.5744447679e-05
605               	-1.2361483766e-05	8.3051982939e-03	8.6318096370e-05	3.0797564418e-05	5.5520531951e-05
606               	-1.2302208965e-05	8.3036418885e-03	8.5990693274e-05	3.0693137672e-05	5.5297555602e-05
607               	-1.2243226914e-05	8.3020913189e-03	8.5664584615e-05	3.0589065393e-05	5.5075519222e-05
608               	-1.2184535810e-05	8.3005466042e-03	8.5339765341e-05	3.0485346861e-05	5.4854418481e-05
609               	-1.2126134162e-05	8.2990077630e-03	8.5016229435e-05	3.0381980556e-05	5.4634248880e-05
610               	-1.2068020254e-05	8.2974747903e-03	8.4693969388e-05	3.0278964441e-05	5.4415004948e-05
611               	-1.2010192211e-05	8.2959476567e-03	8.4372978538e-05	3.0176297058e-05	5.4196681480e-05
612               	-1.1952648791e-05	8.2944263249e-03	8.4053253678e-05	3.0073978048e-05	5.3979275630e-05
613               	-1.1895388725e-05	8.2929107607e-03	8.3734791284e-05	2.9972006917e-05	5.3762784367e-05
614               	-1.1838410488e-05	8.2914009342e-03	8.3417585326e-05	2.9870382175e-05	5.3547203151e-05
615               	-1.1781712844e-05	8.2898968166e-03	8.3101629865e-05	2.9769102088e-05	5.3332527777e-05
616               	-1.1725293372e-05	8.2883984131e-03	8.2786917177e-05	2.9668165216e-05	5.3118751961e-05
617               	-1.1669149939e-05	8.2869057243e-03	8.2473442384e-05	2.9567571253e-05	5.2905871132e-05
618               	-1.1613281096e-05	8.2854187032e-03	8.2161202194e-05	2.9467320001e-05	5.2693882193e-05
619               	-1.1557684696e-05	8.2839373336e-03	8.1850191135e-05	2.9367410871e-05	5.2482780264e-05
620               	-1.1502358451e-05	8.2824616090e-03	8.1540401891e-05	2.9267842494e-05	5.2272559397e-05
621               	-1.1447300855e-05	8.2809914565e-03	8.1231826589e-05	2.9168612439e-05	5.2063214150e-05
622               	-1.1392510723e-05	8.2795268532e-03	8.0924458983e-05	2.9069718768e-05	5.1854740215e-05
623               	-1.1337987915e-05	8.2780678018e-03	8.0618297001e-05	2.8971160585e-05	5.1647136416e-05
624               	-1.1283732494e-05	8.2766143455e-03	8.0313341457e-05	2.8872938234e-05	5.1440403223e-05
625               	-1.1229743881e-05	8.2751664799e-03	8.0009590984e-05	2.8775051611e-05	5.1234539373e-05
626               	-1.1176021001e-05	8.2737241310e-03	7.9707040788e-05	2.8677499393e-05	5.1029541395e-05
627               	-1.1122561557e-05	8.2722872156e-03	7.9405682466e-05	2.8580279675e-05	5.0825402790e-05
628               	-1.1069363375e-05	8.2708556959e-03	7.9105509326e-05	2.8483391288e-05	5.0622118038e-05
629               	-1.1016424185e-05	8.2694296239e-03	7.8806516382e-05	2.8386834006e-05	5.0419682377e-05
630               	-1.0963741738e-05	8.2680090221e-03	7.8508696988e-05	2.8290606756e-05	5.0218090232e-05
631               	-1.0911312383e-05	8.2665938477e-03	7.8212039530e-05	2.8194707382e-05	5.0017332148e-05
632               	-1.0859102039e-05	8.2651840472e-03	7.7916475233e-05	2.8099135578e-05	4.9817339656e-05
633               	-1.0807115843e-05	8.2637795909e-03	7.7622016354e-05	2.8003892334e-05	4.9618124020e-05
634               	-1.0755362154e-05	8.2623804719e-03	7.7328677463e-05	2.7908976577e-05	4.9419700885e-05
635               	-1.0703848462e-05	8.2609866842e-03	7.7036465894e-05	2.7814384485e-05	4.9222081409e-05
636               	-1.0652576915e-05	8.2595982144e-03	7.6745378925e-05	2.7720112547e-05	4.9025266377e-05
637               	-1.0601546947e-05	8.2582150413e-03	7.6455411475e-05	2.7626158791e-05	4.8829252684e-05
638               	-1.0550760586e-05	8.2568371381e-03	7.6166566069e-05	2.7532522449e-05	4.8634043621e-05
639               	-1.0500222847e-05	8.2554644755e-03	7.5878851287e-05	2.7439202797e-05	4.8439648490e-05
640               	-1.0449938265e-05	8.2540970284e-03	7.5592273784e-05	2.7346198627e-05	4.8246075157e-05
641               	-1.0399908419e-05	8.2527347791e-03	7.5306833970e-05	2.7253508566e-05	4.8053325404e-05
642               	-1.0350132519e-05	8.2513777168e-03	7.5022527908e-05	2.7161131435e-05	4.7861396473e-05
643               	-1.0300608719e-05	8.2500258367e-03	7.4739349731e-05	2.7069066146e-05	4.7670283584e-05
644               	-1.0251335776e-05	8.2486791149e-03	7.4457295187e-05	2.6977311817e-05	4.7479983369e-05
645               	-1.0202312414e-05	8.2473375162e-03	7.4176360383e-05	2.6885867777e-05	4.7290492606e-05
646               	-1.0153536334e-05	8.2460010114e-03	7.3896540163e-05	2.6794733747e-05	4.7101806416e-05
647               	-1.0105003977e-05	8.2446695883e-03	7.3617826110e-05	2.6703909079e-05	4.6913917032e-05
648               	-1.0056711906e-05	8.2433432069e-03	7.3340208717e-05	2.6613392453e-05	4.6726816264e-05
649               	-1.0008656006e-05	8.2420218638e-03	7.3063676648e-05	2.6523182318e-05	4.6540494330e-05
650               	-9.9608328015e-06	8.2407056197e-03	7.2788222541e-05	2.6433278469e-05	4.6354944072e-05
651               	-9.9132407581e-06	8.2393944501e-03	7.2513842625e-05	2.6343680554e-05	4.6170162070e-05
652               	-9.8658802854e-06	8.2380881816e-03	7.2240534053e-05	2.6254386741e-05	4.5986147312e-05
653               	-9.8380851504e-06	8.2368080731e-03	7.2073407114e-05	2.6198618407e-05	4.5874788707e-05
654               	-9.7620662858e-06	8.2355260762e-03	7.1660589450e-05	2.6068228439e-05	4.5592361011e-05
655               	-9.7037860716e-06	8.2342299058e-03	7.1327950534e-05	2.5960189195e-05	4.5367761338e-05
656               	-9.6913870830e-06	8.2329176745e-03	7.1220493286e-05	2.5918859560e-05	4.5301633726e-05
657               	-9.6349000856e-06	8.2316129500e-03	7.0893925679e-05	2.5812062754e-05	4.5081862925e-05
658               	-9.5789052729e-06	8.2303482750e-03	7.0581950271e-05	2.5712069863e-05	4.4869880409e-05
659               	-9.5541276847e-06	8.2291028708e-03	7.0432753632e-05	2.5662249131e-05	4.4770504501e-05
660               	-9.4879896999e-06	8.2278443242e-03	7.0067067079e-05	2.5545543839e-05	4.4521523239e-05
661               	-9.4536702642e-06	8.2265981148e-03	6.9861304502e-05	2.5476981987e-05	4.4384322515e-05
662               	-9.3906548271e-06	8.2253195386e-03	6.9499998263e-05	2.5359344304e-05	4.4140653959e-05
663               	-9.3667647171e-06	8.2240550040e-03	6.9338961352e-05	2.5302715959e-05	4.4036245393e-05
664               	-9.3092971005e-06	8.2227879028e-03	6.9008865426e-05	2.5195135613e-05	4.3813729814e-05
665               	-9.2813798506e-06	8.2215612161e-03	6.8839579305e-05	2.5138409802e-05	4.3701169503e-05
666               	-9.2170677372e-06	8.2203320480e-03	6.8484172310e-05	2.5025018418e-05	4.3459153892e-05
667               	-9.1873691489e-06	8.2191159555e-03	6.8303679849e-05	2.4964470775e-05	4.3339209073e-05
668               	-9.1274808506e-06	8.2178733828e-03	6.7960327812e-05	2.4852683055e-05	4.3107644757e-05
669               	-9.1027768507e-06	8.2166456887e-03	6.7797094795e-05	2.4795770547e-05	4.3001324248e-05
670               	-9.0442130721e-06	8.2154112734e-03	6.7461478520e-05	2.4686526188e-05	4.2774952332e-05
671               	-9.0171604045e-06	8.2142069816e-03	6.7293411435e-05	2.4629545313e-05	4.2663866122e-05
672               	-8.9562366345e-06	8.2129960864e-03	6.6951391097e-05	2.4519458914e-05	4.2431932183e-05
673               	-8.9291620867e-06	8.2118025502e-03	6.6782687255e-05	2.4462181541e-05	4.2320505714e-05
674               	-8.8703903743e-06	8.2105925260e-03	6.6446921334e-05	2.4353070293e-05	4.2093851041e-05
675               	-8.8452522285e-06	8.2093995977e-03	6.6284127143e-05	2.4296811343e-05	4.1987315800e-05
676               	-8.7871830645e-06	8.2081969607e-03	6.5951657814e-05	2.4188645843e-05	4.1763011972e-05
677               	-8.7615433744e-06	8.2070171780e-03	6.5788532027e-05	2.4132722639e-05	4.1655809388e-05
678               	-8.7215120323e-06	8.2058497138e-03	6.5555631912e-05	2.4056303924e-05	4.1499327988e-05
679               	-8.6499602240e-06	8.2046731872e-03	6.5160122209e-05	2.3930100880e-05	4.1230021328e-05
680               	-8.6273142693e-06	8.2034920284e-03	6.5005141256e-05	2.3875256359e-05	4.1129884897e-05
681               	-8.6001179956e-06	8.2023069982e-03	6.4824935056e-05	2.3812349532e-05	4.1012585523e-05
682               	-8.5357805646e-06	8.2011356908e-03	6.4463244182e-05	2.3695841526e-05	4.0767402656e-05
683               	-8.5089918166e-06	8.1999895335e-03	6.4297282181e-05	2.3639649274e-05	4.0657632907e-05
684               	-8.4743461840e-06	8.1988446930e-03	6.4089950600e-05	2.3570629116e-05	4.0519321484e-05
685               	-8.4083850370e-06	8.1976910564e-03	6.3719864459e-05	2.3451547192e-05	4.0268317266e-05
686               	-8.3861681102e-06	8.1965402270e-03	6.3567525235e-05	2.3397594507e-05	4.0169930728e-05
687               	-8.3568067045e-06	8.1953902258e-03	6.3378943403e-05	2.3332664997e-05	4.0046278406e-05
688               	-8.2922500414e-06	8.1942478934e-03	6.3016765870e-05	2.3216132894e-05	3.9800632977e-05
689               	-8.2676233872e-06	8.1931214656e-03	6.2859082320e-05	2.3161917773e-05	3.9697164547e-05
690               	-8.2360545773e-06	8.1919957342e-03	6.2664514118e-05	2.3096202482e-05	3.9568311636e-05
691               	-8.1900406189e-06	8.1908882893e-03	6.2401096532e-05	2.3010507647e-05	3.9390588885e-05
692               	-8.1406622815e-06	8.1897813298e-03	6.2119304191e-05	2.2918989814e-05	3.9200314377e-05
693               	-8.1003399752e-06	8.1886533471e-03	6.1874230738e-05	2.2836775394e-05	3.9037455344e-05
694               	-8.0687742725e-06	8.1875138310e-03	6.1667664540e-05	2.2765057998e-05	3.8902606543e-05
695               	-8.0365953894e-06	8.1863915653e-03	6.1463204605e-05	2.2695006913e-05	3.8768197692e-05
696               	-7.9976199144e-06	8.1852992271e-03	6.1234690851e-05	2.2619725511e-05	3.8614965340e-05
697               	-7.9543355660e-06	8.1842215042e-03	6.0988462958e-05	2.2539895913e-05	3.8448567045e-05
698               	-7.9130293504e-06	8.1831357000e-03	6.0746648151e-05	2.2460294725e-05	3.8286353426e-05
699               	-7.8765416558e-06	8.1820355842e-03	6.0520904857e-05	2.2383910773e-05	3.8136994084e-05
700               	-7.8425001453e-06	8.1809332996e-03	6.0304924250e-05	2.2309961980e-05	3.7994962270e-05
701               	-7.8070838022e-06	8.1798433406e-03	6.0086305986e-05	2.2236069191e-05	3.7850236795e-05
702               	-7.7690143965e-06	8.1787689874e-03	5.9859973295e-05	2.2160972251e-05	3.7699001044e-05
703               	-7.7299616380e-06	8.1777028289e-03	5.9630257365e-05	2.2085167045e-05	3.7545090321e-05
704               	-7.6921216971e-06	8.1766363434e-03	5.9403760853e-05	2.2009758729e-05	3.7394002124e-05
705               	-7.6560897316e-06	8.1755672601e-03	5.9182724421e-05	2.1935272479e-05	3.7247451942e-05
706               	-7.6208473856e-06	8.1744993021e-03	5.8964612410e-05	2.1861458820e-05	3.7103153591e-05
707               	-7.5851823014e-06	8.1734372518e-03	5.8746032745e-05	2.1787834071e-05	3.6958198674e-05
708               	-7.5488018646e-06	8.1723829266e-03	5.8525959559e-05	2.1714177915e-05	3.6811781644e-05
709               	-7.5122684444e-06	8.1713347956e-03	5.8305722783e-05	2.1640592947e-05	3.6665129836e-05
710               	-7.4762195395e-06	8.1702901996e-03	5.8086989883e-05	2.1567275402e-05	3.6519714481e-05
711               	-7.4407995657e-06	8.1692476375e-03	5.7870232515e-05	2.1494316692e-05	3.6375915823e-05
712               	-7.4057167450e-06	8.1682074901e-03	5.7654795736e-05	2.1421681123e-05	3.6233114613e-05
713               	-7.3706498825e-06	8.1671711787e-03	5.7439884588e-05	2.1349292411e-05	3.6090592177e-05
714               	-7.3355289746e-06	8.1661398262e-03	5.7225275925e-05	2.1277108988e-05	3.5948166937e-05
715               	-7.3004969680e-06	8.1651135104e-03	5.7011268469e-05	2.1205137266e-05	3.5806131202e-05
716               	-7.2657050944e-06	8.1640914779e-03	5.6798221050e-05	2.1133405431e-05	3.5664815619e-05
717               	-7.2311793113e-06	8.1630729139e-03	5.6586228925e-05	2.1061935151e-05	3.5524293774e-05
718               	-7.1968454728e-06	8.1620575493e-03	5.6375150675e-05	2.0990729865e-05	3.5384420811e-05
719               	-7.1626299565e-06	8.1610457002e-03	5.6164813218e-05	2.0919776652e-05	3.5245036565e-05
720               	-7.1285241435e-06	8.1600378646e-03	5.5955163341e-05	2.0849057527e-05	3.5106105814e-05
721               	-7.0945712314e-06	8.1590342935e-03	5.5746266273e-05	2.0778561905e-05	3.4967704368e-05
722               	-7.0608135211e-06	8.1580348612e-03	5.5538227968e-05	2.0708300463e-05	3.4829927505e-05
723               	-7.0272594144e-06	8.1570392514e-03	5.5331077611e-05	2.0638279391e-05	3.4692798220e-05
724               	-6.9938811582e-06	8.1560472210e-03	5.5124771898e-05	2.0568504791e-05	3.4556267107e-05
725               	-6.9606444863e-06	8.1550587668e-03	5.4919246538e-05	2.0498978783e-05	3.4420267755e-05
726               	-6.9275354705e-06	8.1540740391e-03	5.4714462030e-05	2.0429695544e-05	3.4284766485e-05
727               	-6.8945638009e-06	8.1530931707e-03	5.4510416557e-05	2.0360644478e-05	3.4149772079e-05
728               	-6.8617501804e-06	8.1521161837e-03	5.4307136867e-05	2.0291818253e-05	3.4015318614e-05
729               	-6.8291130941e-06	8.1511429872e-03	5.4104661442e-05	2.0223217627e-05	3.3881443815e-05
730               	-6.7966595821e-06	8.1501734677e-03	5.3903016640e-05	2.0154848738e-05	3.3748167902e-05
731               	-6.7643832644e-06	8.1492075750e-03	5.3702200209e-05	2.0086716840e-05	3.3615483369e-05
