# Force coefficients
# liftDir         : (0.0000000000e+00 0.0000000000e+00 1.0000000000e+00)
# dragDir         : (1.0000000000e+00 0.0000000000e+00 0.0000000000e+00)
# pitchAxis       : (0.0000000000e+00 1.0000000000e+00 0.0000000000e+00)
# magUInf         : 2.5000000000e+02
# lRef            : 1.0000000000e+00
# Aref            : 1.0000000000e+00
# CofR            : (2.0000000000e-01 0.0000000000e+00 0.0000000000e+00)
# Time            	Cm                	Cd                	Cl                	Cl(f)             	Cl(r)             
224               	-8.0585714651e-05	9.6238138876e-03	3.9376088896e-04	1.1629472983e-04	2.7746615913e-04
225               	-8.0122770187e-05	9.6173629998e-03	3.9220717336e-04	1.1598081649e-04	2.7622635687e-04
226               	-7.9665989679e-05	9.6109317203e-03	3.9065588923e-04	1.1566195494e-04	2.7499393429e-04
227               	-7.9209689013e-05	9.6045289613e-03	3.8909458584e-04	1.1533760391e-04	2.7375698194e-04
228               	-7.8735517270e-05	9.5979977204e-03	3.8737072096e-04	1.1494984321e-04	2.7242087775e-04
229               	-7.8319695951e-05	9.5916205276e-03	3.8603543939e-04	1.1469802375e-04	2.7133741565e-04
230               	-7.7843828503e-05	9.5852176137e-03	3.8433685156e-04	1.1432459727e-04	2.7001225428e-04
231               	-7.7368187588e-05	9.5789671700e-03	3.8266548352e-04	1.1396455417e-04	2.6870092935e-04
232               	-7.6907807918e-05	9.5727151359e-03	3.8107227575e-04	1.1362832996e-04	2.6744394579e-04
233               	-7.6449804567e-05	9.5664395667e-03	3.7948648946e-04	1.1329344016e-04	2.6619304930e-04
234               	-7.5978663841e-05	9.5602047722e-03	3.7783478563e-04	1.1293872897e-04	2.6489605665e-04
235               	-7.5496858338e-05	9.5540249376e-03	3.7612434178e-04	1.1256531255e-04	2.6355902923e-04
236               	-7.5018144815e-05	9.5478484270e-03	3.7441106824e-04	1.1218738930e-04	2.6222367893e-04
237               	-7.4546385318e-05	9.5416476329e-03	3.7271691658e-04	1.1181207297e-04	2.6090484361e-04
238               	-7.4074764126e-05	9.5354577710e-03	3.7102191181e-04	1.1143619178e-04	2.5958572003e-04
239               	-7.3599750761e-05	9.5293266615e-03	3.6930671526e-04	1.1105360687e-04	2.5825310839e-04
240               	-7.3125240053e-05	9.5232571558e-03	3.6757547692e-04	1.1066249841e-04	2.5691297851e-04
241               	-7.2658252766e-05	9.5172116749e-03	3.6584800274e-04	1.1026574860e-04	2.5558225414e-04
242               	-7.2203483809e-05	9.5111595709e-03	3.6414004400e-04	1.0986653819e-04	2.5427350581e-04
243               	-7.1761054654e-05	9.5051059659e-03	3.6245277094e-04	1.0946533082e-04	2.5298744012e-04
244               	-7.1328148650e-05	9.4990767599e-03	3.6077791759e-04	1.0906081014e-04	2.5171710744e-04
245               	-7.0902925016e-05	9.4930885345e-03	3.5910987560e-04	1.0865201278e-04	2.5045786281e-04
246               	-7.0484931875e-05	9.4871359403e-03	3.5744866035e-04	1.0823939830e-04	2.4920926205e-04
247               	-7.0074536480e-05	9.4812031812e-03	3.5579753448e-04	1.0782423076e-04	2.4797330372e-04
248               	-6.9671565613e-05	9.4752824296e-03	3.5415807901e-04	1.0740747389e-04	2.4675060512e-04
249               	-6.9274634948e-05	9.4693760647e-03	3.5252779836e-04	1.0698926423e-04	2.4553853413e-04
250               	-6.8881671434e-05	9.4634918723e-03	3.5090209900e-04	1.0656937806e-04	2.4433272093e-04
251               	-6.8490930337e-05	9.4576346923e-03	3.4927760744e-04	1.0614787338e-04	2.4312973406e-04
252               	-6.8101659843e-05	9.4518028761e-03	3.4765371353e-04	1.0572519692e-04	2.4192851661e-04
253               	-6.7714048606e-05	9.4459915061e-03	3.4603171156e-04	1.0530180718e-04	2.4072990439e-04
254               	-6.7328752263e-05	9.4401977341e-03	3.4441325794e-04	1.0487787671e-04	2.3953538123e-04
255               	-6.6946519269e-05	9.4344224715e-03	3.4279973506e-04	1.0445334826e-04	2.3834638680e-04
256               	-6.6568372453e-05	9.4286683105e-03	3.4119308062e-04	1.0402816786e-04	2.3716491276e-04
257               	-6.6196036608e-05	9.4229369153e-03	3.3959688940e-04	1.0360240809e-04	2.3599448131e-04
258               	-6.5830491038e-05	9.4172280861e-03	3.3801376281e-04	1.0317639036e-04	2.3483737244e-04
259               	-6.5472195092e-05	9.4115405181e-03	3.3644544451e-04	1.0275052716e-04	2.3369491735e-04
260               	-6.5120399624e-05	9.4058729822e-03	3.3489127587e-04	1.0232523831e-04	2.3256603756e-04
261               	-6.4774980354e-05	9.4002247986e-03	3.3335144540e-04	1.0190074235e-04	2.3145070305e-04
262               	-6.4436162523e-05	9.3945965095e-03	3.3182657677e-04	1.0147712586e-04	2.3034945091e-04
263               	-6.4103804633e-05	9.3889891238e-03	3.3031669562e-04	1.0105454318e-04	2.2926215245e-04
264               	-6.3777330633e-05	9.3834030862e-03	3.2882120167e-04	1.0063327020e-04	2.2818793147e-04
265               	-6.3455915046e-05	9.3778381711e-03	3.2733911990e-04	1.0021364491e-04	2.2712547500e-04
266               	-6.3139783120e-05	9.3722938299e-03	3.2587095751e-04	9.9795695636e-05	2.2607526188e-04
267               	-6.2829758636e-05	9.3667692185e-03	3.2441821360e-04	9.9379348162e-05	2.2503886543e-04
268               	-6.2524798208e-05	9.3612641185e-03	3.2297947182e-04	9.8964937701e-05	2.2401453412e-04
269               	-6.2225149606e-05	9.3557800716e-03	3.2155615133e-04	9.8552926060e-05	2.2300322527e-04
270               	-6.1924324028e-05	9.3503170068e-03	3.2013642082e-04	9.8143886380e-05	2.2199253444e-04
271               	-6.1615195696e-05	9.3448742037e-03	3.1870735154e-04	9.7738480075e-05	2.2096887147e-04
272               	-6.1303201363e-05	9.3394508909e-03	3.1727893094e-04	9.7336264109e-05	2.1994266683e-04
273               	-6.0992977588e-05	9.3340470386e-03	3.1585895912e-04	9.6936501971e-05	2.1892245715e-04
274               	-6.0686306685e-05	9.3286629396e-03	3.1445018386e-04	9.6538785244e-05	2.1791139861e-04
275               	-6.0383306030e-05	9.3232988052e-03	3.1305293069e-04	9.6143159316e-05	2.1690977138e-04
276               	-6.0083810542e-05	9.3179546029e-03	3.1166731974e-04	9.5749849328e-05	2.1591747041e-04
277               	-5.9787938278e-05	9.3126301268e-03	3.1029386806e-04	9.5358995750e-05	2.1493487231e-04
278               	-5.9495967400e-05	9.3073250544e-03	3.0893319651e-04	9.4970630855e-05	2.1396256566e-04
279               	-5.9208055726e-05	9.3020391462e-03	3.0758570344e-04	9.4584795995e-05	2.1300090745e-04
280               	-5.8924090399e-05	9.2967723418e-03	3.0625136075e-04	9.4201589975e-05	2.1204977077e-04
281               	-5.8643711006e-05	9.2915246983e-03	3.0492960781e-04	9.3821092900e-05	2.1110851491e-04
282               	-5.8366369395e-05	9.2862962991e-03	3.0362010479e-04	9.3443683002e-05	2.1017642179e-04
283               	-5.8091362603e-05	9.2810871453e-03	3.0232188867e-04	9.3069581733e-05	2.0925230694e-04
284               	-5.7817941420e-05	9.2758970212e-03	3.0103357114e-04	9.2698844151e-05	2.0833472699e-04
285               	-5.7545461294e-05	9.2707256822e-03	2.9975366442e-04	9.2331370918e-05	2.0742229351e-04
286               	-5.7273800328e-05	9.2655729607e-03	2.9848178470e-04	9.1967092021e-05	2.0651469268e-04
287               	-5.7003302566e-05	9.2604387386e-03	2.9721847283e-04	9.1605933851e-05	2.0561253898e-04
288               	-5.6734377669e-05	9.2553231659e-03	2.9596441532e-04	9.1247829991e-05	2.0471658533e-04
289               	-5.6467107148e-05	9.2502263919e-03	2.9471974927e-04	9.0892767486e-05	2.0382698178e-04
290               	-5.6201278623e-05	9.2451484705e-03	2.9348410673e-04	9.0540774740e-05	2.0294333199e-04
291               	-5.5936659011e-05	9.2400893394e-03	2.9225706860e-04	9.0191875291e-05	2.0206519331e-04
292               	-5.5673186913e-05	9.2350487760e-03	2.9103848651e-04	8.9846056344e-05	2.0119243017e-04
293               	-5.5410917449e-05	9.2300264480e-03	2.8982832975e-04	8.9503247428e-05	2.0032508232e-04
294               	-5.5149924389e-05	9.2250224248e-03	2.8862655328e-04	8.9163352252e-05	1.9946320103e-04
295               	-5.4890270211e-05	9.2200367892e-03	2.8743310467e-04	8.8826282125e-05	1.9860682255e-04
296               	-5.4632021739e-05	9.2150695195e-03	2.8624799318e-04	8.8491974853e-05	1.9775601833e-04
297               	-5.4375233045e-05	9.2101205567e-03	2.8507124776e-04	8.8160390835e-05	1.9691085693e-04
298               	-5.4119919644e-05	9.2051898644e-03	2.8390284982e-04	8.7831505267e-05	1.9607134455e-04
299               	-5.3866032364e-05	9.2002773427e-03	2.8274263935e-04	8.7505287311e-05	1.9523735204e-04
300               	-5.3613490256e-05	9.1953828150e-03	2.8159041028e-04	8.7181714886e-05	1.9440869540e-04
301               	-5.3362224733e-05	9.1905060874e-03	2.8044599320e-04	8.6860771867e-05	1.9358522133e-04
302               	-5.3112201860e-05	9.1856471443e-03	2.7930928753e-04	8.6542441904e-05	1.9276684562e-04
303               	-5.2863422307e-05	9.1808060727e-03	2.7818024410e-04	8.6226699741e-05	1.9195354435e-04
304               	-5.2615916453e-05	9.1759830521e-03	2.7705885166e-04	8.5913509377e-05	1.9114534228e-04
305               	-5.2369735628e-05	9.1711781036e-03	2.7594511990e-04	8.5602824320e-05	1.9034229558e-04
306               	-5.2124929121e-05	9.1663909319e-03	2.7483903235e-04	8.5294587054e-05	1.8954444530e-04
307               	-5.1881526634e-05	9.1616212403e-03	2.7374052374e-04	8.4988735235e-05	1.8875178850e-04
308               	-5.1639532362e-05	9.1568689515e-03	2.7264947755e-04	8.4685206411e-05	1.8796427113e-04
309               	-5.1398931953e-05	9.1521341927e-03	2.7156578034e-04	8.4383958216e-05	1.8718182212e-04
310               	-5.1159664907e-05	9.1474170249e-03	2.7048920221e-04	8.4084936197e-05	1.8640426601e-04
311               	-5.0921632484e-05	9.1427174095e-03	2.6941942584e-04	8.3788080434e-05	1.8563134540e-04
312               	-5.0684716407e-05	9.1380352921e-03	2.6835609950e-04	8.3493333343e-05	1.8486276616e-04
313               	-5.0448880301e-05	9.1333706568e-03	2.6729901290e-04	8.3200626148e-05	1.8409838675e-04
314               	-5.0213759121e-05	9.1287232640e-03	2.6624739023e-04	8.2909935994e-05	1.8333745424e-04
315               	-4.9979325831e-05	9.1240927895e-03	2.6520126419e-04	8.2621306264e-05	1.8257995793e-04
316               	-4.9745707818e-05	9.1194791926e-03	2.6416075972e-04	8.2334672041e-05	1.8182608768e-04
317               	-4.9512887487e-05	9.1148826250e-03	2.6312544251e-04	8.2049833769e-05	1.8107560874e-04
318               	-4.9280708687e-05	9.1103031215e-03	2.6209470899e-04	8.1766645808e-05	1.8032806318e-04
319               	-4.9049085821e-05	9.1057407750e-03	2.6106839974e-04	8.1485114049e-05	1.7958328569e-04
320               	-4.8818118244e-05	9.1011955812e-03	2.6004684050e-04	8.1205302005e-05	1.7884153849e-04
321               	-4.8587974251e-05	9.0966670694e-03	2.5903032409e-04	8.0927187793e-05	1.7810313629e-04
322               	-4.8358760954e-05	9.0921550248e-03	2.5801885663e-04	8.0650667361e-05	1.7736818927e-04
323               	-4.8130502453e-05	9.0876593510e-03	2.5701228243e-04	8.0375638763e-05	1.7663664367e-04
324               	-4.7903194033e-05	9.0831798698e-03	2.5601049798e-04	8.0102054959e-05	1.7590844303e-04
325               	-4.7676841135e-05	9.0787168073e-03	2.5501350239e-04	7.9829910058e-05	1.7518359233e-04
326               	-4.7451460157e-05	9.0742702351e-03	2.5402130458e-04	7.9559192130e-05	1.7446211244e-04
327               	-4.7227048171e-05	9.0698401703e-03	2.5303381097e-04	7.9289857315e-05	1.7374395366e-04
328               	-4.7003574150e-05	9.0654264544e-03	2.5205082984e-04	7.9021840771e-05	1.7302898907e-04
329               	-4.6781061241e-05	9.0610288801e-03	2.5107229609e-04	7.8755086801e-05	1.7231720928e-04
330               	-4.6559155748e-05	9.0566474478e-03	2.5009718508e-04	7.8489436793e-05	1.7160774829e-04
331               	-4.6337334108e-05	9.0522822408e-03	2.4912435345e-04	7.8224842616e-05	1.7089951083e-04
332               	-4.6115483113e-05	9.0479332665e-03	2.4815354305e-04	7.7961288414e-05	1.7019225464e-04
333               	-4.5893782998e-05	9.0436004301e-03	2.4718508557e-04	7.7698759788e-05	1.6948632578e-04
334               	-4.5672359820e-05	9.0392833006e-03	2.4621919665e-04	7.7437238503e-05	1.6878195814e-04
335               	-4.5451362725e-05	9.0349819518e-03	2.4525610558e-04	7.7176690062e-05	1.6807941551e-04
336               	-4.5231206910e-05	9.0306969014e-03	2.4429649589e-04	7.6917041035e-05	1.6737945486e-04
337               	-4.5012393210e-05	9.0264281171e-03	2.4334116962e-04	7.6658191602e-05	1.6668297802e-04
338               	-4.4795416140e-05	9.0221752104e-03	2.4239090520e-04	7.6400036462e-05	1.6599086874e-04
339               	-4.4580730993e-05	9.0179379389e-03	2.4144663219e-04	7.6142585102e-05	1.6530404709e-04
340               	-4.4368996214e-05	9.0137163064e-03	2.4050994426e-04	7.5885975915e-05	1.6462396834e-04
341               	-4.4160748327e-05	9.0095100951e-03	2.3958215262e-04	7.5630327980e-05	1.6395182463e-04
342               	-4.3955972968e-05	9.0053195176e-03	2.3866319655e-04	7.5375625307e-05	1.6328757124e-04
343               	-4.3754118806e-05	9.0011446492e-03	2.3775171056e-04	7.5121736474e-05	1.6262997409e-04
344               	-4.3554386438e-05	8.9969856474e-03	2.3684595650e-04	7.4868591812e-05	1.6197736469e-04
345               	-4.3356317724e-05	8.9928422624e-03	2.3594513399e-04	7.4616249271e-05	1.6132888472e-04
346               	-4.3159401555e-05	8.9887138987e-03	2.3504853078e-04	7.4364863837e-05	1.6068366695e-04
347               	-4.2963078473e-05	8.9846006308e-03	2.3415527508e-04	7.4114559068e-05	1.6004071601e-04
348               	-4.2766494152e-05	8.9805029734e-03	2.3326366115e-04	7.3865336425e-05	1.5939832473e-04
349               	-4.2569120400e-05	8.9764208788e-03	2.3237262279e-04	7.3617190994e-05	1.5875543179e-04
350               	-4.2371248080e-05	8.9723538249e-03	2.3148279360e-04	7.3370148719e-05	1.5811264488e-04
351               	-4.2172990652e-05	8.9683016436e-03	2.3059420148e-04	7.3124110089e-05	1.5747009139e-04
352               	-4.1974266893e-05	8.9642645796e-03	2.2970642280e-04	7.2878944505e-05	1.5682747829e-04
353               	-4.1774988742e-05	8.9602427570e-03	2.2881903746e-04	7.2634529988e-05	1.5618450747e-04
354               	-4.1575210856e-05	8.9562360202e-03	2.2793200482e-04	7.2390791552e-05	1.5554121326e-04
355               	-4.1375634016e-05	8.9522441860e-03	2.2704679931e-04	7.2147765638e-05	1.5489903367e-04
356               	-4.1175851219e-05	8.9482671094e-03	2.2616231883e-04	7.1905308194e-05	1.5425701063e-04
357               	-4.0975906435e-05	8.9443049063e-03	2.2527868205e-04	7.1663434588e-05	1.5361524746e-04
358               	-4.0776380442e-05	8.9403576116e-03	2.2439712066e-04	7.1422179886e-05	1.5297494077e-04
359               	-4.0578046724e-05	8.9364251084e-03	2.2351920693e-04	7.1181556739e-05	1.5233765019e-04
360               	-4.0381576338e-05	8.9325074320e-03	2.2264622173e-04	7.0941534528e-05	1.5170468720e-04
361               	-4.0187451599e-05	8.9286046379e-03	2.2177903063e-04	7.0702063718e-05	1.5107696692e-04
362               	-3.9995956739e-05	8.9247160699e-03	2.2091813200e-04	7.0463109261e-05	1.5045502274e-04
363               	-3.9807163609e-05	8.9208418924e-03	2.2006368479e-04	7.0224678786e-05	1.4983900601e-04
364               	-3.9620929560e-05	8.9169825569e-03	2.1921549431e-04	6.9986817597e-05	1.4922867672e-04
365               	-3.9436925979e-05	8.9131379497e-03	2.1837302360e-04	6.9749585821e-05	1.4862343778e-04
366               	-3.9254702351e-05	8.9093075627e-03	2.1753550356e-04	6.9513049431e-05	1.4802245413e-04
367               	-3.9073747535e-05	8.9054914727e-03	2.1670203905e-04	6.9277271991e-05	1.4742476706e-04
368               	-3.8893557857e-05	8.9016897092e-03	2.1587172327e-04	6.9042303776e-05	1.4682941949e-04
369               	-3.8713697699e-05	8.8979022715e-03	2.1504376260e-04	6.8808183602e-05	1.4623557900e-04
370               	-3.8533838779e-05	8.8941287930e-03	2.1421754296e-04	6.8574932700e-05	1.4564261026e-04
371               	-3.8353788007e-05	8.8903692256e-03	2.1339269269e-04	6.8342558339e-05	1.4505013435e-04
372               	-3.8173495107e-05	8.8866237900e-03	2.1256909341e-04	6.8111051597e-05	1.4445804181e-04
373               	-3.7993050190e-05	8.8828926531e-03	2.1174688225e-04	6.7880390936e-05	1.4386649132e-04
374               	-3.7812624128e-05	8.8791756213e-03	2.1092631729e-04	6.7650534517e-05	1.4327578277e-04
375               	-3.7632472719e-05	8.8754723684e-03	2.1010781709e-04	6.7421435824e-05	1.4268638126e-04
376               	-3.7452899536e-05	8.8717827228e-03	2.0929191174e-04	6.7193056332e-05	1.4209885540e-04
377               	-3.7274187013e-05	8.8681068060e-03	2.0847910551e-04	6.6965365745e-05	1.4151373977e-04
378               	-3.7096535416e-05	8.8644447766e-03	2.0766978118e-04	6.6738355176e-05	1.4093142601e-04
379               	-3.6920064830e-05	8.8607965981e-03	2.0686417788e-04	6.6512024109e-05	1.4035215377e-04
380               	-3.6744780049e-05	8.8571621290e-03	2.0606230341e-04	6.6286371655e-05	1.3977593175e-04
381               	-3.6570634674e-05	8.8535412401e-03	2.0526406652e-04	6.6061398586e-05	1.3920266793e-04
382               	-3.6397507559e-05	8.8499338623e-03	2.0446925004e-04	6.5837117463e-05	1.3863213258e-04
383               	-3.6225265631e-05	8.8463399784e-03	2.0367762799e-04	6.5613548364e-05	1.3806407963e-04
384               	-3.6053781211e-05	8.8427595458e-03	2.0288898673e-04	6.5390712152e-05	1.3749827457e-04
385               	-3.5882931108e-05	8.8391925092e-03	2.0210311468e-04	6.5168626234e-05	1.3693448845e-04
386               	-3.5712615180e-05	8.8356386699e-03	2.0131983266e-04	6.4947301150e-05	1.3637253151e-04
387               	-3.5542759429e-05	8.8320979209e-03	2.0053900333e-04	6.4726742237e-05	1.3581226109e-04
388               	-3.5373335832e-05	8.8285703385e-03	1.9976054967e-04	6.4506939001e-05	1.3525361067e-04
389               	-3.5204368562e-05	8.8250559744e-03	1.9898450329e-04	6.4287883083e-05	1.3469662021e-04
390               	-3.5035933321e-05	8.8215547504e-03	1.9821103744e-04	6.4069585396e-05	1.3414145204e-04
391               	-3.4868123785e-05	8.8180666170e-03	1.9744034829e-04	6.3852050360e-05	1.3358829793e-04
392               	-3.4701016187e-05	8.8145915244e-03	1.9667251738e-04	6.3635242502e-05	1.3303727488e-04
393               	-3.4534670925e-05	8.8111294648e-03	1.9590757825e-04	6.3419118199e-05	1.3248846005e-04
394               	-3.4369146474e-05	8.8076803023e-03	1.9514563731e-04	6.3203672182e-05	1.3194196513e-04
395               	-3.4204492207e-05	8.8042442373e-03	1.9438685842e-04	6.2988937003e-05	1.3139792142e-04
396               	-3.4040735593e-05	8.8008209398e-03	1.9363134113e-04	6.2774934973e-05	1.3085640616e-04
397               	-3.3877863399e-05	8.7974102489e-03	1.9287902417e-04	6.2561648686e-05	1.3031737548e-04
398               	-3.3715826745e-05	8.7940123558e-03	1.9212974293e-04	6.2349044719e-05	1.2978069821e-04
399               	-3.3554570356e-05	8.7906273471e-03	1.9138336387e-04	6.2137111580e-05	1.2924625229e-04
400               	-3.3394047067e-05	8.7872550535e-03	1.9063983922e-04	6.1925872543e-05	1.2871396668e-04
401               	-3.3234217937e-05	8.7838952942e-03	1.8989919010e-04	6.1715377112e-05	1.2818381299e-04
402               	-3.3075050625e-05	8.7805480057e-03	1.8916139395e-04	6.1505646351e-05	1.2765574760e-04
403               	-3.2916514905e-05	8.7772131846e-03	1.8842634234e-04	6.1296656267e-05	1.2712968608e-04
404               	-3.2758592917e-05	8.7738908002e-03	1.8769393328e-04	6.1088373725e-05	1.2660555956e-04
405               	-3.2601287508e-05	8.7705808408e-03	1.8696415439e-04	6.0880789686e-05	1.2608336470e-04
406               	-3.2444625997e-05	8.7672832931e-03	1.8623711036e-04	6.0673929183e-05	1.2556318118e-04
407               	-3.2288648139e-05	8.7639981051e-03	1.8551290622e-04	6.0467804972e-05	1.2504510125e-04
408               	-3.2133369995e-05	8.7607251607e-03	1.8479153464e-04	6.0262397324e-05	1.2452913731e-04
409               	-3.1978806905e-05	8.7574642970e-03	1.8407297236e-04	6.0057679275e-05	1.2401529309e-04
410               	-3.1824980269e-05	8.7542154549e-03	1.8335726028e-04	5.9853649870e-05	1.2350361041e-04
411               	-3.1671916790e-05	8.7509786902e-03	1.8264448331e-04	5.9650324864e-05	1.2299415844e-04
412               	-3.1519632372e-05	8.7477540957e-03	1.8193469923e-04	5.9447717243e-05	1.2248698199e-04
413               	-3.1368127851e-05	8.7445416418e-03	1.8122790785e-04	5.9245826075e-05	1.2198208178e-04
414               	-3.1217371495e-05	8.7413413365e-03	1.8052401859e-04	5.9044637798e-05	1.2147938079e-04
415               	-3.1067323179e-05	8.7381531762e-03	1.7982293517e-04	5.8844144406e-05	1.2097879076e-04
416               	-3.0917956471e-05	8.7349767595e-03	1.7912460329e-04	5.8644345172e-05	1.2048025811e-04
417               	-3.0769260836e-05	8.7318117786e-03	1.7842900791e-04	5.8445243121e-05	1.1998376479e-04
418               	-3.0621238505e-05	8.7286583304e-03	1.7773615336e-04	5.8246838175e-05	1.1948931518e-04
419               	-3.0473866875e-05	8.7255167131e-03	1.7704594621e-04	5.8049106229e-05	1.1899683998e-04
420               	-3.0327130614e-05	8.7223870425e-03	1.7635834576e-04	5.7852042268e-05	1.1850630350e-04
421               	-3.0181068357e-05	8.7192691623e-03	1.7567348895e-04	5.7655676118e-05	1.1801781283e-04
422               	-3.0035694220e-05	8.7161628411e-03	1.7499141050e-04	5.7460011033e-05	1.1753139947e-04
423               	-2.9916946602e-05	8.7131378155e-03	1.7446633782e-04	5.7316222308e-05	1.1715011551e-04
424               	-2.9730677193e-05	8.7100628499e-03	1.7357458777e-04	5.7056616694e-05	1.1651797108e-04
425               	-2.9571774115e-05	8.7069701769e-03	1.7280975796e-04	5.6833104864e-05	1.1597665310e-04
426               	-2.9479300046e-05	8.7038774486e-03	1.7238720678e-04	5.6714303344e-05	1.1567290344e-04
427               	-2.9322195552e-05	8.7007598490e-03	1.7162732879e-04	5.6491468843e-05	1.1513585995e-04
428               	-2.9165276595e-05	8.6977438345e-03	1.7088920597e-04	5.6279326390e-05	1.1460987958e-04
429               	-2.9053683313e-05	8.6948043974e-03	1.7040058857e-04	5.6146610974e-05	1.1425397760e-04
430               	-2.8884323332e-05	8.6917898599e-03	1.6958827194e-04	5.5909812638e-05	1.1367845930e-04
431               	-2.8759841137e-05	8.6888348818e-03	1.6901548634e-04	5.5747902032e-05	1.1326758431e-04
432               	-2.8597216873e-05	8.6857724095e-03	1.6821649580e-04	5.5511031028e-05	1.1270546477e-04
433               	-2.8489902856e-05	8.6827821355e-03	1.6771777426e-04	5.5368984276e-05	1.1234878999e-04
434               	-2.8334588262e-05	8.6797529858e-03	1.6696318063e-04	5.5147002055e-05	1.1181617858e-04
435               	-2.8219757941e-05	8.6768516543e-03	1.6644735067e-04	5.5003917394e-05	1.1144343328e-04
436               	-2.8053150388e-05	8.6739070844e-03	1.6565168454e-04	5.4772691880e-05	1.1087899266e-04
437               	-2.7935755690e-05	8.6710273122e-03	1.6512060691e-04	5.4624547766e-05	1.1049605915e-04
438               	-2.7776728527e-05	8.6680512392e-03	1.6434771898e-04	5.4397130965e-05	1.0995058802e-04
439               	-2.7668050394e-05	8.6651465529e-03	1.6384704605e-04	5.4255472630e-05	1.0959157342e-04
440               	-2.7511569607e-05	8.6621924083e-03	1.6308663874e-04	5.4031749764e-05	1.0905488898e-04
441               	-2.7400149079e-05	8.6593439593e-03	1.6257982010e-04	5.3889760972e-05	1.0869005913e-04
442               	-2.7266111421e-05	8.6565141230e-03	1.6195903072e-04	5.3713403941e-05	1.0824562678e-04
443               	-2.7089842355e-05	8.6536231361e-03	1.6110046927e-04	5.3460392278e-05	1.0764007699e-04
444               	-2.6987150462e-05	8.6507616456e-03	1.6061755952e-04	5.3321629298e-05	1.0729593022e-04
445               	-2.6877240586e-05	8.6478782627e-03	1.6009247093e-04	5.3168994881e-05	1.0692347605e-04
446               	-2.6712311653e-05	8.6449949856e-03	1.5928682995e-04	5.2931103320e-05	1.0635572663e-04
447               	-2.6601746730e-05	8.6422223302e-03	1.5878213528e-04	5.2789320911e-05	1.0599281437e-04
448               	-2.6479542442e-05	8.6394437982e-03	1.5821283384e-04	5.2626874478e-05	1.0558595936e-04
449               	-2.6337955290e-05	8.6366778390e-03	1.5754327747e-04	5.2433683444e-05	1.0510959403e-04
450               	-2.6196017979e-05	8.6338941115e-03	1.5686184629e-04	5.2234905167e-05	1.0462694113e-04
451               	-2.6070533437e-05	8.6310664418e-03	1.5624772065e-04	5.2053326886e-05	1.0419439376e-04
452               	-2.5956810183e-05	8.6282290693e-03	1.5568839828e-04	5.1887388957e-05	1.0380100932e-04
453               	-2.5838967133e-05	8.6254437885e-03	1.5512050319e-04	5.1721284460e-05	1.0339921873e-04
454               	-2.5710113765e-05	8.6227276967e-03	1.5451127386e-04	5.1545523164e-05	1.0296575069e-04
455               	-2.5577517096e-05	8.6200374570e-03	1.5388264615e-04	5.1363805978e-05	1.0251884017e-04
456               	-2.5451469331e-05	8.6173215973e-03	1.5327229958e-04	5.1184680458e-05	1.0208761912e-04
457               	-2.5334035708e-05	8.6145722104e-03	1.5269149521e-04	5.1011711894e-05	1.0167978331e-04
458               	-2.5219121556e-05	8.6118228873e-03	1.5212229966e-04	5.0842028274e-05	1.0128027139e-04
459               	-2.5100743601e-05	8.6091076886e-03	1.5154435682e-04	5.0671434811e-05	1.0087292201e-04
460               	-2.4984381016e-05	8.6064297007e-03	1.5096851862e-04	5.0499878296e-05	1.0046864033e-04
461               	-2.4874089422e-05	8.6037678896e-03	1.5040587466e-04	5.0328847906e-05	1.0007702675e-04
462               	-2.4771105012e-05	8.6011016306e-03	1.4986243087e-04	5.0160110423e-05	9.9702320448e-05
463               	-2.4668868279e-05	8.5984269723e-03	1.4932354523e-04	4.9992904338e-05	9.9330640895e-05
464               	-2.4563359655e-05	8.5957554274e-03	1.4877940851e-04	4.9826344599e-05	9.8953063909e-05
465               	-2.4453640802e-05	8.5930994752e-03	1.4822706138e-04	4.9659889887e-05	9.8567171492e-05
466               	-2.4339282719e-05	8.5904624581e-03	1.4766594028e-04	4.9493687421e-05	9.8172252859e-05
467               	-2.4195378882e-05	8.5877744999e-03	1.4695539847e-04	4.9282320353e-05	9.7673078117e-05
468               	-2.4109673981e-05	8.5851524826e-03	1.4657610994e-04	4.9178380988e-05	9.7397728950e-05
469               	-2.3965575624e-05	8.5825079265e-03	1.4591837960e-04	4.8993614177e-05	9.6924765424e-05
470               	-2.3818735869e-05	8.5799223497e-03	1.4528115399e-04	4.8821841125e-05	9.6459312863e-05
471               	-2.3679549935e-05	8.5773416465e-03	1.4469482243e-04	4.8667861283e-05	9.6026961152e-05
472               	-2.3542623459e-05	8.5747562399e-03	1.4411948329e-04	4.8517118187e-05	9.5602365106e-05
473               	-2.3400598695e-05	8.5721874204e-03	1.4351466421e-04	4.8356733408e-05	9.5157930799e-05
474               	-2.3255865982e-05	8.5696385759e-03	1.4288692685e-04	4.8187597444e-05	9.4699329407e-05
475               	-2.3117157470e-05	8.5670907696e-03	1.4227128228e-04	4.8018483669e-05	9.4252798609e-05
476               	-2.2989575050e-05	8.5645341730e-03	1.4168842263e-04	4.7854636264e-05	9.3833786364e-05
477               	-2.2871012966e-05	8.5619825617e-03	1.4113017399e-04	4.7694074030e-05	9.3436099961e-05
